outer_fold,epoch,learning_rate,train_total_ssl_loss,train_reconstruction_loss,train_adjacency_loss,train_contrastive_loss,inner_val_total_ssl_loss,inner_val_reconstruction_loss,inner_val_adjacency_loss,inner_val_contrastive_loss
1,1,0.0002,1.198948262095789,0.25006547002464785,0.689604770782649,3.0204019592098743,1.3006443008016317,0.09199353460318004,0.6914336887689737,4.314669609069824
1,2,0.00019876883405951377,1.1934253105698496,0.12608410922478008,0.6939462726413359,3.6018402755429317,1.260176103351972,0.09803730459549488,0.7004559574983059,4.059554100036621
1,3,0.00019510565162951537,1.3167367229718325,0.10980171832670234,0.6913004702447831,4.306423760676181,1.192060965796312,0.09439977334860043,0.6907331133500124,3.7614731788635254
1,4,0.0001891006524188368,1.2354463500949546,0.101639527584777,0.689907317965294,3.9442657397759198,1.2960200205254249,0.08536247479227874,0.6888981755727377,4.331042289733887
1,5,0.00018090169943749476,1.4334284771265458,0.09453435018447573,0.6875181002252163,4.975675295162471,1.2902264648332045,0.08461237097015747,0.689365966961934,4.3046555519104
1,6,0.00017071067811865476,1.407641835658476,0.09294944307199618,0.6879087055877653,4.85369009606899,1.1869201986071392,0.08429989753625332,0.6911547371210196,3.78521466255188
1,7,0.00015877852522924732,1.290987850079793,0.09264324041922437,0.6895082773635475,4.26795231890746,1.2956526183738157,0.08729817020969513,0.6887040592921085,4.320012092590332
1,8,0.00014539904997395468,1.4885238209797371,0.09218150765632435,0.6869126242551182,5.264429898674022,1.2964910202110427,0.0842336889069814,0.6887972706403488,4.339293479919434
1,9,0.00013090169943749476,1.5013450090338083,0.0908248208188808,0.6883033136639312,5.331842535615981,1.2824858704629616,0.0846190805045458,0.6887454359959333,4.267470359802246
1,10,0.00011564344650402312,1.4626042354883622,0.089445373344185,0.688793512984646,5.14381042485872,1.2816302105975457,0.08443028546678714,0.6887212919119077,4.264196395874023
