strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000016,3,LOCAL_W10,42,1,0.9415065050125122,0.05849349498748779,0.3420335054397583,True,False,False,False
STRAIN_000016,3,LOCAL_W10,142,2,0.9394462704658508,0.06055372953414917,0.34800466895103455,True,False,False,False
STRAIN_000016,3,LOCAL_W10,242,3,0.9317733645439148,0.0682266354560852,0.36939576268196106,True,False,False,False
STRAIN_000016,3,LOCAL_W10,342,4,0.9293056130409241,0.07069438695907593,0.37601685523986816,True,False,False,False
STRAIN_000016,3,LOCAL_W10,442,5,0.9367567896842957,0.06324321031570435,0.3556489944458008,True,False,False,False
STRAIN_000056,3,LOCAL_W10,42,1,0.94419264793396,0.05580735206604004,0.33408793807029724,True,False,False,False
STRAIN_000056,3,LOCAL_W10,142,2,0.9449962973594666,0.05500370264053345,0.33167365193367004,True,False,False,False
STRAIN_000056,3,LOCAL_W10,242,3,0.9400190114974976,0.05998098850250244,0.3463551700115204,True,False,False,False
STRAIN_000056,3,LOCAL_W10,342,4,0.9516265392303467,0.04837346076965332,0.311041921377182,True,False,False,False
STRAIN_000056,3,LOCAL_W10,442,5,0.953616738319397,0.04638326168060303,0.30457600951194763,True,False,False,False
STRAIN_000057,3,LOCAL_W10,42,1,0.9411298632621765,0.058870136737823486,0.3431326448917389,True,False,False,False
STRAIN_000057,3,LOCAL_W10,142,2,0.9420199394226074,0.05798006057739258,0.3405289947986603,True,False,False,False
STRAIN_000057,3,LOCAL_W10,242,3,0.9438436627388,0.05615633726119995,0.33513057231903076,True,False,False,False
STRAIN_000057,3,LOCAL_W10,342,4,0.9368830323219299,0.06311696767807007,0.35529422760009766,True,False,False,False
STRAIN_000057,3,LOCAL_W10,442,5,0.9431139230728149,0.05688607692718506,0.3373013138771057,True,False,False,False
STRAIN_000062,3,LOCAL_W10,42,1,0.936395525932312,0.06360447406768799,0.3566637635231018,True,False,False,False
STRAIN_000062,3,LOCAL_W10,142,2,0.9400330185890198,0.059966981410980225,0.3463146984577179,True,False,False,False
STRAIN_000062,3,LOCAL_W10,242,3,0.9267554879188538,0.07324451208114624,0.3827388882637024,True,False,False,False
STRAIN_000062,3,LOCAL_W10,342,4,0.9323867559432983,0.06761324405670166,0.3677314519882202,True,False,False,False
STRAIN_000062,3,LOCAL_W10,442,5,0.9430709481239319,0.056929051876068115,0.3374286890029907,True,False,False,False
STRAIN_000064,3,LOCAL_W10,42,1,0.9547290802001953,0.04527091979980469,0.3009014427661896,True,False,False,False
STRAIN_000064,3,LOCAL_W10,142,2,0.9585463404655457,0.041453659534454346,0.2879360020160675,True,False,False,False
STRAIN_000064,3,LOCAL_W10,242,3,0.9478647708892822,0.05213522911071777,0.32290926575660706,True,False,False,False
STRAIN_000064,3,LOCAL_W10,342,4,0.9544214010238647,0.045578598976135254,0.30192241072654724,True,False,False,False
