strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000015,5,LOCAL_W10,42,1,0.9460023641586304,0.05399763584136963,0.32862624526023865,True,False,False,False
STRAIN_000015,5,LOCAL_W10,142,2,0.9416635036468506,0.058336496353149414,0.3415743410587311,True,False,False,False
STRAIN_000015,5,LOCAL_W10,242,3,0.9333488941192627,0.0666511058807373,0.3651058077812195,True,False,False,False
STRAIN_000015,5,LOCAL_W10,342,4,0.943822979927063,0.05617702007293701,0.33519238233566284,True,False,False,False
STRAIN_000015,5,LOCAL_W10,442,5,0.9277200698852539,0.0722799301147461,0.38021039962768555,True,False,False,False
STRAIN_000017,5,LOCAL_W10,42,1,0.9137585759162903,0.08624142408370972,0.41531047224998474,True,False,False,False
STRAIN_000017,5,LOCAL_W10,142,2,0.9384119510650635,0.06158804893493652,0.35096463561058044,True,False,False,False
STRAIN_000017,5,LOCAL_W10,242,3,0.9235025644302368,0.07649743556976318,0.3911454677581787,True,False,False,False
STRAIN_000017,5,LOCAL_W10,342,4,0.942219614982605,0.05778038501739502,0.3399425148963928,True,False,False,False
STRAIN_000017,5,LOCAL_W10,442,5,0.9376776218414307,0.062322378158569336,0.3530506193637848,True,False,False,False
STRAIN_000028,5,LOCAL_W10,42,1,0.9266501069068909,0.07334989309310913,0.38301408290863037,True,False,False,False
STRAIN_000028,5,LOCAL_W10,142,2,0.9293664693832397,0.07063353061676025,0.37585511803627014,True,False,False,False
STRAIN_000028,5,LOCAL_W10,242,3,0.9279735088348389,0.07202649116516113,0.37954309582710266,True,False,False,False
STRAIN_000028,5,LOCAL_W10,342,4,0.9245986938476562,0.07540130615234375,0.38833296298980713,True,False,False,False
STRAIN_000028,5,LOCAL_W10,442,5,0.9259475469589233,0.07405245304107666,0.38484394550323486,True,False,False,False
STRAIN_000029,5,LOCAL_W10,42,1,0.9391055107116699,0.06089448928833008,0.3489828109741211,True,False,False,False
STRAIN_000029,5,LOCAL_W10,142,2,0.9322152137756348,0.06778478622436523,0.3681977093219757,True,False,False,False
STRAIN_000029,5,LOCAL_W10,242,3,0.9390749931335449,0.06092500686645508,0.34907010197639465,True,False,False,False
STRAIN_000029,5,LOCAL_W10,342,4,0.9322465062141418,0.06775349378585815,0.3681127429008484,True,False,False,False
STRAIN_000029,5,LOCAL_W10,442,5,0.9309055805206299,0.06909441947937012,0.371737539768219,True,False,False,False
STRAIN_000033,5,LOCAL_W10,42,1,0.9460916519165039,0.053908348083496094,0.3283546268939972,True,False,False,False
STRAIN_000033,5,LOCAL_W10,142,2,0.9294196367263794,0.0705803632736206,0.375713586807251,True,False,False,False
STRAIN_000033,5,LOCAL_W10,242,3,0.9420907497406006,0.057909250259399414,0.34032103419303894,True,False,False,False
