strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000016,3,TIGHTBLOCK50,42,1,0.985663652420044,0.014336347579956055,0.16933000087738037,True,False,False,False
STRAIN_000016,3,TIGHTBLOCK50,142,2,0.9863893985748291,0.013610601425170898,0.16498808562755585,True,False,False,False
STRAIN_000016,3,TIGHTBLOCK50,242,3,0.9902872443199158,0.009712755680084229,0.139374777674675,True,False,False,False
STRAIN_000016,3,TIGHTBLOCK50,342,4,0.9891113042831421,0.01088869571685791,0.1475708782672882,True,False,False,False
STRAIN_000016,3,TIGHTBLOCK50,442,5,0.9861350655555725,0.01386493444442749,0.16652235388755798,True,False,False,False
STRAIN_000056,3,TIGHTBLOCK50,42,1,0.9869564175605774,0.013043582439422607,0.16151568293571472,True,False,False,False
STRAIN_000056,3,TIGHTBLOCK50,142,2,0.9868161678314209,0.013183832168579102,0.1623808890581131,True,False,False,False
STRAIN_000056,3,TIGHTBLOCK50,242,3,0.9871808886528015,0.012819111347198486,0.16011956334114075,True,False,False,False
STRAIN_000056,3,TIGHTBLOCK50,342,4,0.9871031045913696,0.012896895408630371,0.16060444712638855,True,False,False,False
STRAIN_000056,3,TIGHTBLOCK50,442,5,0.9886734485626221,0.01132655143737793,0.1505100280046463,True,False,False,False
STRAIN_000057,3,TIGHTBLOCK50,42,1,0.976387083530426,0.023612916469573975,0.21731513738632202,True,False,False,False
STRAIN_000057,3,TIGHTBLOCK50,142,2,0.9716163873672485,0.028383612632751465,0.23825907707214355,True,False,False,False
STRAIN_000057,3,TIGHTBLOCK50,242,3,0.9777988791465759,0.022201120853424072,0.21071836352348328,True,False,False,False
STRAIN_000057,3,TIGHTBLOCK50,342,4,0.9749586582183838,0.02504134178161621,0.22379153966903687,True,False,False,False
STRAIN_000057,3,TIGHTBLOCK50,442,5,0.9724689722061157,0.027531027793884277,0.23465265333652496,True,False,False,False
STRAIN_000062,3,TIGHTBLOCK50,42,1,0.966948926448822,0.03305107355117798,0.2571033239364624,True,False,False,False
STRAIN_000062,3,TIGHTBLOCK50,142,2,0.9631858468055725,0.03681415319442749,0.27134501934051514,True,False,False,False
STRAIN_000062,3,TIGHTBLOCK50,242,3,0.9627141952514648,0.037285804748535156,0.27307799458503723,True,False,False,False
STRAIN_000062,3,TIGHTBLOCK50,342,4,0.9642511606216431,0.035748839378356934,0.2673904299736023,True,False,False,False
STRAIN_000062,3,TIGHTBLOCK50,442,5,0.9638816118240356,0.036118388175964355,0.2687692642211914,True,False,False,False
STRAIN_000064,3,TIGHTBLOCK50,42,1,0.9743540287017822,0.025645971298217773,0.22647732496261597,True,False,False,False
STRAIN_000064,3,TIGHTBLOCK50,142,2,0.9782824516296387,0.021717548370361328,0.20841069519519806,True,False,False,False
STRAIN_000064,3,TIGHTBLOCK50,242,3,0.9729718565940857,0.027028143405914307,0.23249973356723785,True,False,False,False
STRAIN_000064,3,TIGHTBLOCK50,342,4,0.9793009757995605,0.020699024200439453,0.20346525311470032,True,False,False,False
STRAIN_000064,3,TIGHTBLOCK50,442,5,0.9778759479522705,0.022124052047729492,0.21035236120224,True,False,False,False
STRAIN_000070,3,TIGHTBLOCK50,42,1,0.9833453893661499,0.016654610633850098,0.18250809609889984,True,False,False,False
STRAIN_000070,3,TIGHTBLOCK50,142,2,0.9810815453529358,0.01891845464706421,0.1945171058177948,True,False,False,False
STRAIN_000070,3,TIGHTBLOCK50,242,3,0.9817796349525452,0.018220365047454834,0.19089482724666595,True,False,False,False
STRAIN_000070,3,TIGHTBLOCK50,342,4,0.9800097942352295,0.019990205764770508,0.19995081424713135,True,False,False,False
STRAIN_000070,3,TIGHTBLOCK50,442,5,0.982874870300293,0.01712512969970703,0.185068279504776,True,False,False,False
STRAIN_000073,3,TIGHTBLOCK50,42,1,0.966334342956543,0.03366565704345703,0.25948256254196167,True,False,False,False
STRAIN_000073,3,TIGHTBLOCK50,142,2,0.9817140102386475,0.01828598976135254,0.19123739004135132,True,False,False,False
STRAIN_000073,3,TIGHTBLOCK50,242,3,0.9768651723861694,0.023134827613830566,0.2151036262512207,True,False,False,False
STRAIN_000073,3,TIGHTBLOCK50,342,4,0.9788246750831604,0.0211753249168396,0.20579205453395844,True,False,False,False
STRAIN_000073,3,TIGHTBLOCK50,442,5,0.9601432681083679,0.03985673189163208,0.28233563899993896,True,False,False,False
STRAIN_000080,3,TIGHTBLOCK50,42,1,0.9711253643035889,0.028874635696411133,0.2403102070093155,True,False,False,False
STRAIN_000080,3,TIGHTBLOCK50,142,2,0.9643078446388245,0.03569215536117554,0.26717835664749146,True,False,False,False
STRAIN_000080,3,TIGHTBLOCK50,242,3,0.9672951102256775,0.03270488977432251,0.2557535171508789,True,False,False,False
STRAIN_000080,3,TIGHTBLOCK50,342,4,0.9672936201095581,0.032706379890441895,0.25575897097587585,True,False,False,False
