strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000001,2,LOCAL_W10,42,1,0.9307264685630798,0.06927353143692017,0.37221893668174744,True,False,False,False
STRAIN_000001,2,LOCAL_W10,142,2,0.908955454826355,0.09104454517364502,0.42671871185302734,True,False,False,False
STRAIN_000001,2,LOCAL_W10,242,3,0.9171017408370972,0.08289825916290283,0.40718093514442444,True,False,False,False
STRAIN_000001,2,LOCAL_W10,342,4,0.9250935316085815,0.07490646839141846,0.38705649971961975,True,False,False,False
STRAIN_000001,2,LOCAL_W10,442,5,0.9269899129867554,0.07301008701324463,0.3821258246898651,True,False,False,False
STRAIN_000007,2,LOCAL_W10,42,1,0.9303174614906311,0.0696825385093689,0.3733164072036743,True,False,False,False
STRAIN_000007,2,LOCAL_W10,142,2,0.9377260208129883,0.06227397918701172,0.3529135286808014,True,False,False,False
STRAIN_000007,2,LOCAL_W10,242,3,0.938948929309845,0.06105107069015503,0.34943118691444397,True,False,False,False
STRAIN_000007,2,LOCAL_W10,342,4,0.9249622821807861,0.07503771781921387,0.38739562034606934,True,False,False,False
STRAIN_000007,2,LOCAL_W10,442,5,0.9344437718391418,0.06555622816085815,0.3620944917201996,True,False,False,False
STRAIN_000008,2,LOCAL_W10,42,1,0.9216221570968628,0.07837784290313721,0.3959239423274994,True,False,False,False
STRAIN_000008,2,LOCAL_W10,142,2,0.9299938678741455,0.07000613212585449,0.3741820156574249,True,False,False,False
STRAIN_000008,2,LOCAL_W10,242,3,0.9344820976257324,0.06551790237426758,0.36198848485946655,True,False,False,False
STRAIN_000008,2,LOCAL_W10,342,4,0.9381256103515625,0.0618743896484375,0.35177934169769287,True,False,False,False
STRAIN_000008,2,LOCAL_W10,442,5,0.9115024209022522,0.0884975790977478,0.4207078218460083,True,False,False,False
STRAIN_000009,2,LOCAL_W10,42,1,0.9438750743865967,0.05612492561340332,0.33503714203834534,True,False,False,False
STRAIN_000009,2,LOCAL_W10,142,2,0.9439773559570312,0.05602264404296875,0.33473193645477295,True,False,False,False
STRAIN_000009,2,LOCAL_W10,242,3,0.9300286173820496,0.06997138261795044,0.37408924102783203,True,False,False,False
STRAIN_000009,2,LOCAL_W10,342,4,0.9289300441741943,0.07106995582580566,0.3770145773887634,True,False,False,False
STRAIN_000009,2,LOCAL_W10,442,5,0.9382627010345459,0.0617372989654541,0.3513895869255066,True,False,False,False
STRAIN_000010,2,LOCAL_W10,42,1,0.94423508644104,0.05576491355895996,0.3339610695838928,True,False,False,False
STRAIN_000010,2,LOCAL_W10,142,2,0.9387112259864807,0.06128877401351929,0.3501112461090088,True,False,False,False
STRAIN_000010,2,LOCAL_W10,242,3,0.9331948757171631,0.06680512428283691,0.3655272424221039,True,False,False,False
STRAIN_000010,2,LOCAL_W10,342,4,0.926231861114502,0.07376813888549805,0.38410472869873047,True,False,False,False
STRAIN_000010,2,LOCAL_W10,442,5,0.931791365146637,0.06820863485336304,0.3693472146987915,True,False,False,False
STRAIN_000011,2,LOCAL_W10,42,1,0.9302195906639099,0.06978040933609009,0.3735785484313965,True,False,False,False
STRAIN_000011,2,LOCAL_W10,142,2,0.9206998348236084,0.0793001651763916,0.39824652671813965,True,False,False,False
STRAIN_000011,2,LOCAL_W10,242,3,0.9186761379241943,0.08132386207580566,0.40329593420028687,True,False,False,False
STRAIN_000011,2,LOCAL_W10,342,4,0.9326760768890381,0.06732392311096191,0.36694371700286865,True,False,False,False
STRAIN_000011,2,LOCAL_W10,442,5,0.9253314137458801,0.07466858625411987,0.386441707611084,True,False,False,False
STRAIN_000013,2,LOCAL_W10,42,1,0.9121832847595215,0.08781671524047852,0.41908660531044006,True,False,False,False
STRAIN_000013,2,LOCAL_W10,142,2,0.8935093283653259,0.10649067163467407,0.4614989161491394,True,False,False,False
STRAIN_000013,2,LOCAL_W10,242,3,0.9315412044525146,0.06845879554748535,0.3700239658355713,True,False,False,False
STRAIN_000013,2,LOCAL_W10,342,4,0.9139366149902344,0.08606338500976562,0.41488149762153625,True,False,False,False
STRAIN_000013,2,LOCAL_W10,442,5,0.9296884536743164,0.0703115463256836,0.37499746680259705,True,False,False,False
STRAIN_000014,2,LOCAL_W10,42,1,0.9330635666847229,0.0669364333152771,0.36588647961616516,True,False,False,False
STRAIN_000014,2,LOCAL_W10,142,2,0.940035879611969,0.059964120388031006,0.3463064432144165,True,False,False,False
STRAIN_000014,2,LOCAL_W10,242,3,0.9164419174194336,0.0835580825805664,0.4087983965873718,True,False,False,False
STRAIN_000014,2,LOCAL_W10,342,4,0.9443811178207397,0.055618882179260254,0.33352357149124146,True,False,False,False
STRAIN_000014,2,LOCAL_W10,442,5,0.9276109933853149,0.07238900661468506,0.38049712777137756,True,False,False,False
STRAIN_000018,2,LOCAL_W10,42,1,0.9289716482162476,0.07102835178375244,0.37690433859825134,True,False,False,False
STRAIN_000018,2,LOCAL_W10,142,2,0.936967134475708,0.06303286552429199,0.3550572693347931,True,False,False,False
STRAIN_000018,2,LOCAL_W10,242,3,0.9394927024841309,0.06050729751586914,0.34787169098854065,True,False,False,False
STRAIN_000018,2,LOCAL_W10,342,4,0.9423468708992004,0.05765312910079956,0.33956781029701233,True,False,False,False
STRAIN_000018,2,LOCAL_W10,442,5,0.9344207048416138,0.06557929515838623,0.36215832829475403,True,False,False,False
STRAIN_000019,2,LOCAL_W10,42,1,0.9221324920654297,0.07786750793457031,0.39463263750076294,True,False,False,False
STRAIN_000019,2,LOCAL_W10,142,2,0.9277929663658142,0.07220703363418579,0.3800185024738312,True,False,False,False
STRAIN_000019,2,LOCAL_W10,242,3,0.9420077800750732,0.05799221992492676,0.34056487679481506,True,False,False,False
STRAIN_000019,2,LOCAL_W10,342,4,0.9234646558761597,0.07653534412384033,0.39124226570129395,True,False,False,False
STRAIN_000019,2,LOCAL_W10,442,5,0.9068495035171509,0.09315049648284912,0.4316258728504181,True,False,False,False
STRAIN_000020,2,LOCAL_W10,42,1,0.940255880355835,0.05974411964416504,0.345670610666275,True,False,False,False
STRAIN_000020,2,LOCAL_W10,142,2,0.9271734952926636,0.07282650470733643,0.38164517283439636,True,False,False,False
STRAIN_000020,2,LOCAL_W10,242,3,0.9205073118209839,0.07949268817901611,0.3987298905849457,True,False,False,False
STRAIN_000020,2,LOCAL_W10,342,4,0.9162670373916626,0.0837329626083374,0.40922632813453674,True,False,False,False
STRAIN_000020,2,LOCAL_W10,442,5,0.9207075834274292,0.0792924165725708,0.3982270658016205,True,False,False,False
STRAIN_000021,2,LOCAL_W10,42,1,0.9178680777549744,0.08213192224502563,0.40529465675354004,True,False,False,False
STRAIN_000021,2,LOCAL_W10,142,2,0.9494765996932983,0.05052340030670166,0.3178786039352417,True,False,False,False
STRAIN_000021,2,LOCAL_W10,242,3,0.9286441802978516,0.07135581970214844,0.3777719736099243,True,False,False,False
STRAIN_000021,2,LOCAL_W10,342,4,0.936715841293335,0.06328415870666504,0.35576459765434265,True,False,False,False
STRAIN_000021,2,LOCAL_W10,442,5,0.9533986449241638,0.04660135507583618,0.3052912652492523,True,False,False,False
STRAIN_000022,2,LOCAL_W10,42,1,0.9202449321746826,0.07975506782531738,0.399387389421463,True,False,False,False
STRAIN_000022,2,LOCAL_W10,142,2,0.9343420267105103,0.06565797328948975,0.36237549781799316,True,False,False,False
STRAIN_000022,2,LOCAL_W10,242,3,0.9361441135406494,0.06385588645935059,0.35736799240112305,True,False,False,False
STRAIN_000022,2,LOCAL_W10,342,4,0.9291566610336304,0.07084333896636963,0.37641310691833496,True,False,False,False
STRAIN_000022,2,LOCAL_W10,442,5,0.9136896729469299,0.08631032705307007,0.41547641158103943,True,False,False,False
STRAIN_000023,2,LOCAL_W10,42,1,0.9141626954078674,0.08583730459213257,0.41433626413345337,True,False,False,False
STRAIN_000023,2,LOCAL_W10,142,2,0.9155821800231934,0.08441781997680664,0.41089609265327454,True,False,False,False
STRAIN_000023,2,LOCAL_W10,242,3,0.9003193378448486,0.09968066215515137,0.4464989900588989,True,False,False,False
STRAIN_000023,2,LOCAL_W10,342,4,0.9202538728713989,0.07974612712860107,0.39936476945877075,True,False,False,False
STRAIN_000023,2,LOCAL_W10,442,5,0.9100638628005981,0.08993613719940186,0.4241132140159607,True,False,False,False
STRAIN_000026,2,LOCAL_W10,42,1,0.9129337072372437,0.08706629276275635,0.41729190945625305,True,False,False,False
STRAIN_000026,2,LOCAL_W10,142,2,0.9029369354248047,0.09706306457519531,0.4405975043773651,True,False,False,False
STRAIN_000026,2,LOCAL_W10,242,3,0.9212419986724854,0.07875800132751465,0.3968828320503235,True,False,False,False
STRAIN_000026,2,LOCAL_W10,342,4,0.9074264764785767,0.09257352352142334,0.43028730154037476,True,False,False,False
STRAIN_000026,2,LOCAL_W10,442,5,0.9156022071838379,0.08439779281616211,0.41084742546081543,True,False,False,False
STRAIN_000027,2,LOCAL_W10,42,1,0.9154356718063354,0.08456432819366455,0.41125261783599854,True,False,False,False
STRAIN_000027,2,LOCAL_W10,142,2,0.9326265454292297,0.06737345457077026,0.36707907915115356,True,False,False,False
STRAIN_000027,2,LOCAL_W10,242,3,0.9188090562820435,0.08119094371795654,0.40296632051467896,True,False,False,False
STRAIN_000027,2,LOCAL_W10,342,4,0.9186317324638367,0.08136826753616333,0.4034063518047333,True,False,False,False
STRAIN_000027,2,LOCAL_W10,442,5,0.910200834274292,0.08979916572570801,0.42379048466682434,True,False,False,False
STRAIN_000030,2,LOCAL_W10,42,1,0.9200384616851807,0.07996153831481934,0.39990392327308655,True,False,False,False
STRAIN_000030,2,LOCAL_W10,142,2,0.9143146276473999,0.0856853723526001,0.41396960616111755,True,False,False,False
STRAIN_000030,2,LOCAL_W10,242,3,0.9157063961029053,0.08429360389709473,0.41059377789497375,True,False,False,False
STRAIN_000030,2,LOCAL_W10,342,4,0.8999414443969727,0.10005855560302734,0.4473446011543274,True,False,False,False
STRAIN_000030,2,LOCAL_W10,442,5,0.9191780090332031,0.08082199096679688,0.4020499885082245,True,False,False,False
STRAIN_000031,2,LOCAL_W10,42,1,0.929733157157898,0.07026684284210205,0.37487807869911194,True,False,False,False
STRAIN_000031,2,LOCAL_W10,142,2,0.9250483512878418,0.0749516487121582,0.3871733844280243,True,False,False,False
STRAIN_000031,2,LOCAL_W10,242,3,0.9323748350143433,0.06762516498565674,0.3677639663219452,True,False,False,False
STRAIN_000031,2,LOCAL_W10,342,4,0.9382262229919434,0.06177377700805664,0.35149309039115906,True,False,False,False
STRAIN_000031,2,LOCAL_W10,442,5,0.9268515110015869,0.07314848899841309,0.3824878931045532,True,False,False,False
STRAIN_000034,2,LOCAL_W10,42,1,0.907975435256958,0.09202456474304199,0.4290095567703247,True,False,False,False
STRAIN_000034,2,LOCAL_W10,142,2,0.9027622938156128,0.09723770618438721,0.4409935772418976,True,False,False,False
STRAIN_000034,2,LOCAL_W10,242,3,0.9163600206375122,0.08363997936248779,0.4089986979961395,True,False,False,False
STRAIN_000034,2,LOCAL_W10,342,4,0.9182233810424805,0.08177661895751953,0.40441709756851196,True,False,False,False
STRAIN_000034,2,LOCAL_W10,442,5,0.9124118089675903,0.08758819103240967,0.4185406267642975,True,False,False,False
STRAIN_000045,2,LOCAL_W10,42,1,0.9131889343261719,0.08681106567382812,0.41667982935905457,True,False,False,False
STRAIN_000045,2,LOCAL_W10,142,2,0.9052643775939941,0.09473562240600586,0.43528297543525696,True,False,False,False
