strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000016,3,GLOBAL_CONTIG,42,1,0.6351456642150879,0.3648543357849121,0.8542298674583435,True,False,False,False
STRAIN_000016,3,GLOBAL_CONTIG,142,2,0.6674394011497498,0.33256059885025024,0.8155496120452881,True,False,False,False
STRAIN_000016,3,GLOBAL_CONTIG,242,3,0.679582953453064,0.32041704654693604,0.8005210161209106,True,False,False,False
STRAIN_000016,3,GLOBAL_CONTIG,342,4,0.6681325435638428,0.3318674564361572,0.8146992921829224,True,False,False,False
STRAIN_000016,3,GLOBAL_CONTIG,442,5,0.6608500480651855,0.33914995193481445,0.8235896229743958,True,False,False,False
STRAIN_000056,3,GLOBAL_CONTIG,42,1,0.6491087675094604,0.35089123249053955,0.8377246260643005,True,False,False,False
STRAIN_000056,3,GLOBAL_CONTIG,142,2,0.685615062713623,0.31438493728637695,0.7929502129554749,True,False,False,False
STRAIN_000056,3,GLOBAL_CONTIG,242,3,0.6562495231628418,0.3437504768371582,0.8291568160057068,True,False,False,False
STRAIN_000056,3,GLOBAL_CONTIG,342,4,0.6499438285827637,0.35005617141723633,0.8367271423339844,True,False,False,False
STRAIN_000056,3,GLOBAL_CONTIG,442,5,0.660844087600708,0.339155912399292,0.8235968947410583,True,False,False,False
STRAIN_000057,3,GLOBAL_CONTIG,42,1,0.6538761258125305,0.3461238741874695,0.832014262676239,True,False,False,False
STRAIN_000057,3,GLOBAL_CONTIG,142,2,0.6145623326301575,0.38543766736984253,0.8779950737953186,True,False,False,False
STRAIN_000057,3,GLOBAL_CONTIG,242,3,0.6109650135040283,0.3890349864959717,0.8820827603340149,True,False,False,False
STRAIN_000057,3,GLOBAL_CONTIG,342,4,0.6129387021064758,0.38706129789352417,0.8798422813415527,True,False,False,False
STRAIN_000057,3,GLOBAL_CONTIG,442,5,0.6180659532546997,0.3819340467453003,0.8739954829216003,True,False,False,False
STRAIN_000062,3,GLOBAL_CONTIG,42,1,0.5622411370277405,0.4377588629722595,0.9356910586357117,True,False,False,False
STRAIN_000062,3,GLOBAL_CONTIG,142,2,0.6153980493545532,0.3846019506454468,0.8770426511764526,True,False,False,False
STRAIN_000062,3,GLOBAL_CONTIG,242,3,0.5725746750831604,0.4274253249168396,0.9245813488960266,True,False,False,False
STRAIN_000062,3,GLOBAL_CONTIG,342,4,0.558542788028717,0.44145721197128296,0.9396352767944336,True,False,False,False
STRAIN_000062,3,GLOBAL_CONTIG,442,5,0.5743389129638672,0.4256610870361328,0.9226711392402649,True,False,False,False
STRAIN_000064,3,GLOBAL_CONTIG,42,1,0.6215261816978455,0.37847381830215454,0.8700273633003235,True,False,False,False
STRAIN_000064,3,GLOBAL_CONTIG,142,2,0.6963385343551636,0.3036614656448364,0.7793092131614685,True,False,False,False
