strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000004,4,LOCAL_W10,42,1,0.957757294178009,0.04224270582199097,0.29066359996795654,True,False,False,False
STRAIN_000004,4,LOCAL_W10,142,2,0.9552674293518066,0.04473257064819336,0.29910725355148315,True,False,False,False
STRAIN_000004,4,LOCAL_W10,242,3,0.9504703283309937,0.04952967166900635,0.314736932516098,True,False,False,False
STRAIN_000004,4,LOCAL_W10,342,4,0.9483625888824463,0.05163741111755371,0.3213639557361603,True,False,False,False
STRAIN_000004,4,LOCAL_W10,442,5,0.9565829038619995,0.04341709613800049,0.29467660188674927,True,False,False,False
STRAIN_000005,4,LOCAL_W10,42,1,0.9388697147369385,0.06113028526306152,0.34965774416923523,True,False,False,False
STRAIN_000005,4,LOCAL_W10,142,2,0.967247724533081,0.032752275466918945,0.2559387981891632,True,False,False,False
STRAIN_000005,4,LOCAL_W10,242,3,0.953112006187439,0.046887993812561035,0.30622875690460205,True,False,False,False
STRAIN_000005,4,LOCAL_W10,342,4,0.9562965631484985,0.043703436851501465,0.2956467568874359,True,False,False,False
STRAIN_000005,4,LOCAL_W10,442,5,0.9676558971405029,0.03234410285949707,0.2543388307094574,True,False,False,False
STRAIN_000006,4,LOCAL_W10,42,1,0.9613965749740601,0.03860342502593994,0.27786093950271606,True,False,False,False
STRAIN_000006,4,LOCAL_W10,142,2,0.9445973634719849,0.05540263652801514,0.3328742980957031,True,False,False,False
STRAIN_000006,4,LOCAL_W10,242,3,0.9612715244293213,0.03872847557067871,0.27831074595451355,True,False,False,False
STRAIN_000006,4,LOCAL_W10,342,4,0.9504618644714355,0.04953813552856445,0.31476372480392456,True,False,False,False
STRAIN_000006,4,LOCAL_W10,442,5,0.9491348266601562,0.05086517333984375,0.318951815366745,True,False,False,False
STRAIN_000024,4,LOCAL_W10,42,1,0.9552197456359863,0.04478025436401367,0.2992667555809021,True,False,False,False
STRAIN_000024,4,LOCAL_W10,142,2,0.9574156403541565,0.042584359645843506,0.2918367385864258,True,False,False,False
STRAIN_000024,4,LOCAL_W10,242,3,0.9573203921318054,0.04267960786819458,0.2921628952026367,True,False,False,False
STRAIN_000024,4,LOCAL_W10,342,4,0.9457536935806274,0.05424630641937256,0.32938212156295776,True,False,False,False
STRAIN_000024,4,LOCAL_W10,442,5,0.9496901035308838,0.05030989646911621,0.3172064423561096,True,False,False,False
STRAIN_000109,4,LOCAL_W10,42,1,0.9448902606964111,0.05510973930358887,0.331993043422699,True,False,False,False
STRAIN_000109,4,LOCAL_W10,142,2,0.9366322755813599,0.06336772441864014,0.35599932074546814,True,False,False,False
STRAIN_000109,4,LOCAL_W10,242,3,0.9338291883468628,0.06617081165313721,0.363787978887558,True,False,False,False
STRAIN_000109,4,LOCAL_W10,342,4,0.943212628364563,0.05678737163543701,0.33700838685035706,True,False,False,False
STRAIN_000109,4,LOCAL_W10,442,5,0.9426599740982056,0.057340025901794434,0.33864423632621765,True,False,False,False
STRAIN_000114,4,LOCAL_W10,42,1,0.9245443344116211,0.0754556655883789,0.38847312331199646,True,False,False,False
STRAIN_000114,4,LOCAL_W10,142,2,0.9299720525741577,0.07002794742584229,0.3742403984069824,True,False,False,False
STRAIN_000114,4,LOCAL_W10,242,3,0.9296890497207642,0.07031095027923584,0.37499579787254333,True,False,False,False
STRAIN_000114,4,LOCAL_W10,342,4,0.9283945560455322,0.07160544395446777,0.3784322142601013,True,False,False,False
STRAIN_000114,4,LOCAL_W10,442,5,0.9310272932052612,0.06897270679473877,0.37141019105911255,True,False,False,False
STRAIN_000115,4,LOCAL_W10,42,1,0.927214503288269,0.07278549671173096,0.3815375566482544,True,False,False,False
STRAIN_000115,4,LOCAL_W10,142,2,0.9356202483177185,0.0643797516822815,0.35883083939552307,True,False,False,False
STRAIN_000115,4,LOCAL_W10,242,3,0.9357405304908752,0.06425946950912476,0.3584953844547272,True,False,False,False
STRAIN_000115,4,LOCAL_W10,342,4,0.9182338118553162,0.08176618814468384,0.40439122915267944,True,False,False,False
STRAIN_000115,4,LOCAL_W10,442,5,0.9313253164291382,0.06867468357086182,0.37060683965682983,True,False,False,False
STRAIN_000117,4,LOCAL_W10,42,1,0.9810761213302612,0.01892387866973877,0.19454504549503326,True,False,False,False
STRAIN_000117,4,LOCAL_W10,142,2,0.9819149374961853,0.018085062503814697,0.19018442928791046,True,False,False,False
STRAIN_000117,4,LOCAL_W10,242,3,0.9800127744674683,0.01998722553253174,0.19993557035923004,True,False,False,False
STRAIN_000117,4,LOCAL_W10,342,4,0.9806491732597351,0.019350826740264893,0.19672685861587524,True,False,False,False
STRAIN_000117,4,LOCAL_W10,442,5,0.979905903339386,0.020094096660614014,0.20046955347061157,True,False,False,False
STRAIN_000118,4,LOCAL_W10,42,1,0.9469376802444458,0.0530623197555542,0.3257681429386139,True,False,False,False
STRAIN_000118,4,LOCAL_W10,142,2,0.9441260099411011,0.055873990058898926,0.3342873156070709,True,False,False,False
STRAIN_000118,4,LOCAL_W10,242,3,0.9468798637390137,0.05312013626098633,0.3259452283382416,True,False,False,False
STRAIN_000118,4,LOCAL_W10,342,4,0.9484430551528931,0.051556944847106934,0.3211134672164917,True,False,False,False
STRAIN_000118,4,LOCAL_W10,442,5,0.9438537359237671,0.05614626407623291,0.33510076999664307,True,False,False,False
STRAIN_000123,4,LOCAL_W10,42,1,0.9384176731109619,0.061582326889038086,0.35094812512397766,True,False,False,False
STRAIN_000123,4,LOCAL_W10,142,2,0.9445069432258606,0.055493056774139404,0.3331458270549774,True,False,False,False
STRAIN_000123,4,LOCAL_W10,242,3,0.9335285425186157,0.06647145748138428,0.36461326479911804,True,False,False,False
STRAIN_000123,4,LOCAL_W10,342,4,0.9333720207214355,0.06662797927856445,0.3650423586368561,True,False,False,False
STRAIN_000123,4,LOCAL_W10,442,5,0.9406741261482239,0.05932587385177612,0.344458669424057,True,False,False,False
