strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000002,1,TIGHTBLOCK50,42,1,0.989772617816925,0.010227382183074951,0.14301937818527222,True,False,False,False
STRAIN_000002,1,TIGHTBLOCK50,142,2,0.9868935346603394,0.013106465339660645,0.16190364956855774,True,False,False,False
STRAIN_000002,1,TIGHTBLOCK50,242,3,0.9858336448669434,0.01416635513305664,0.16832342743873596,True,False,False,False
STRAIN_000002,1,TIGHTBLOCK50,342,4,0.9860237240791321,0.01397627592086792,0.1671900898218155,True,False,False,False
STRAIN_000002,1,TIGHTBLOCK50,442,5,0.985904335975647,0.014095664024353027,0.1679030954837799,True,False,False,False
STRAIN_000025,1,TIGHTBLOCK50,42,1,0.9888492226600647,0.011150777339935303,0.14933761954307556,True,False,False,False
STRAIN_000025,1,TIGHTBLOCK50,142,2,0.9902821779251099,0.009717822074890137,0.139412060379982,True,False,False,False
STRAIN_000025,1,TIGHTBLOCK50,242,3,0.9890829920768738,0.01091700792312622,0.14776331186294556,True,False,False,False
STRAIN_000025,1,TIGHTBLOCK50,342,4,0.9878706932067871,0.01212930679321289,0.15575191378593445,True,False,False,False
STRAIN_000025,1,TIGHTBLOCK50,442,5,0.9862300157546997,0.013769984245300293,0.1659521758556366,True,False,False,False
STRAIN_000035,1,TIGHTBLOCK50,42,1,0.9914060235023499,0.008593976497650146,0.13110269606113434,True,False,False,False
STRAIN_000035,1,TIGHTBLOCK50,142,2,0.9940757751464844,0.005924224853515625,0.10885052382946014,True,False,False,False
STRAIN_000035,1,TIGHTBLOCK50,242,3,0.9904040694236755,0.009595930576324463,0.1385345757007599,True,False,False,False
STRAIN_000035,1,TIGHTBLOCK50,342,4,0.9883856773376465,0.011614322662353516,0.15240991115570068,True,False,False,False
STRAIN_000035,1,TIGHTBLOCK50,442,5,0.991277277469635,0.00872272253036499,0.13208092749118805,True,False,False,False
STRAIN_000036,1,TIGHTBLOCK50,42,1,0.9917343854904175,0.00826561450958252,0.1285746991634369,True,False,False,False
STRAIN_000036,1,TIGHTBLOCK50,142,2,0.9932497143745422,0.006750285625457764,0.11619243770837784,True,False,False,False
STRAIN_000036,1,TIGHTBLOCK50,242,3,0.9922040700912476,0.007795929908752441,0.12486770004034042,True,False,False,False
STRAIN_000036,1,TIGHTBLOCK50,342,4,0.9926121234893799,0.007387876510620117,0.1215568333864212,True,False,False,False
STRAIN_000036,1,TIGHTBLOCK50,442,5,0.9918972253799438,0.008102774620056152,0.12730170786380768,True,False,False,False
STRAIN_000037,1,TIGHTBLOCK50,42,1,0.9954414367675781,0.004558563232421875,0.09548410773277283,True,False,False,False
STRAIN_000037,1,TIGHTBLOCK50,142,2,0.9955843687057495,0.004415631294250488,0.09397508949041367,True,False,False,False
STRAIN_000037,1,TIGHTBLOCK50,242,3,0.9934759140014648,0.006524085998535156,0.11422862112522125,True,False,False,False
STRAIN_000037,1,TIGHTBLOCK50,342,4,0.9955736994743347,0.004426300525665283,0.09408802539110184,True,False,False,False
STRAIN_000037,1,TIGHTBLOCK50,442,5,0.9952226281166077,0.004777371883392334,0.09774856269359589,True,False,False,False
STRAIN_000038,1,TIGHTBLOCK50,42,1,0.9926960468292236,0.007303953170776367,0.12086383253335953,True,False,False,False
STRAIN_000038,1,TIGHTBLOCK50,142,2,0.9926279783248901,0.007372021675109863,0.12142571061849594,True,False,False,False
STRAIN_000038,1,TIGHTBLOCK50,242,3,0.9933071732521057,0.006692826747894287,0.11569639295339584,True,False,False,False
STRAIN_000038,1,TIGHTBLOCK50,342,4,0.9935834407806396,0.0064165592193603516,0.11328355967998505,True,False,False,False
STRAIN_000038,1,TIGHTBLOCK50,442,5,0.9945887327194214,0.005411267280578613,0.1040310263633728,True,False,False,False
STRAIN_000039,1,TIGHTBLOCK50,42,1,0.9929721355438232,0.007027864456176758,0.11855671554803848,True,False,False,False
STRAIN_000039,1,TIGHTBLOCK50,142,2,0.9924815893173218,0.007518410682678223,0.12262486666440964,True,False,False,False
STRAIN_000039,1,TIGHTBLOCK50,242,3,0.9909848570823669,0.009015142917633057,0.1342771053314209,True,False,False,False
STRAIN_000039,1,TIGHTBLOCK50,342,4,0.9916540384292603,0.008345961570739746,0.12919677793979645,True,False,False,False
STRAIN_000039,1,TIGHTBLOCK50,442,5,0.9906702041625977,0.009329795837402344,0.13660001754760742,True,False,False,False
STRAIN_000040,1,TIGHTBLOCK50,42,1,0.9917238354682922,0.008276164531707764,0.12865614891052246,True,False,False,False
STRAIN_000040,1,TIGHTBLOCK50,142,2,0.9917615652084351,0.008238434791564941,0.12836237251758575,True,False,False,False
STRAIN_000040,1,TIGHTBLOCK50,242,3,0.9899740219116211,0.010025978088378906,0.14160548150539398,True,False,False,False
STRAIN_000040,1,TIGHTBLOCK50,342,4,0.9930788278579712,0.006921172142028809,0.11765412986278534,True,False,False,False
STRAIN_000040,1,TIGHTBLOCK50,442,5,0.9941425919532776,0.005857408046722412,0.10823522508144379,True,False,False,False
STRAIN_000041,1,TIGHTBLOCK50,42,1,0.9926873445510864,0.007312655448913574,0.12093444168567657,True,False,False,False
STRAIN_000041,1,TIGHTBLOCK50,142,2,0.9913269281387329,0.00867307186126709,0.13170486688613892,True,False,False,False
STRAIN_000041,1,TIGHTBLOCK50,242,3,0.9907755851745605,0.009224414825439453,0.13582614064216614,True,False,False,False
STRAIN_000041,1,TIGHTBLOCK50,342,4,0.9912711381912231,0.008728861808776855,0.1321275681257248,True,False,False,False
STRAIN_000041,1,TIGHTBLOCK50,442,5,0.9881340265274048,0.011865973472595215,0.15405166149139404,True,False,False,False
STRAIN_000042,1,TIGHTBLOCK50,42,1,0.9925928115844727,0.007407188415527344,0.12171386927366257,True,False,False,False
STRAIN_000042,1,TIGHTBLOCK50,142,2,0.992967426776886,0.007032573223114014,0.11859603971242905,True,False,False,False
