strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000001,2,TIGHTBLOCK50,42,1,0.9727373719215393,0.027262628078460693,0.2335062175989151,True,False,False,False
STRAIN_000001,2,TIGHTBLOCK50,142,2,0.9701123237609863,0.029887676239013672,0.24449004232883453,True,False,False,False
STRAIN_000001,2,TIGHTBLOCK50,242,3,0.9827706813812256,0.017229318618774414,0.18562999367713928,True,False,False,False
STRAIN_000001,2,TIGHTBLOCK50,342,4,0.9744336009025574,0.025566399097442627,0.22612519562244415,True,False,False,False
STRAIN_000001,2,TIGHTBLOCK50,442,5,0.9744302034378052,0.025569796562194824,0.22614017128944397,True,False,False,False
STRAIN_000007,2,TIGHTBLOCK50,42,1,0.9731245040893555,0.02687549591064453,0.2318427711725235,True,False,False,False
STRAIN_000007,2,TIGHTBLOCK50,142,2,0.9788259863853455,0.02117401361465454,0.2057863473892212,True,False,False,False
STRAIN_000007,2,TIGHTBLOCK50,242,3,0.9803053140640259,0.01969468593597412,0.19846704602241516,True,False,False,False
STRAIN_000007,2,TIGHTBLOCK50,342,4,0.9752727746963501,0.024727225303649902,0.22238360345363617,True,False,False,False
STRAIN_000007,2,TIGHTBLOCK50,442,5,0.9788864850997925,0.02111351490020752,0.20549197494983673,True,False,False,False
STRAIN_000008,2,TIGHTBLOCK50,42,1,0.9756067991256714,0.024393200874328613,0.2208765298128128,True,False,False,False
STRAIN_000008,2,TIGHTBLOCK50,142,2,0.9834941029548645,0.016505897045135498,0.18169133365154266,True,False,False,False
STRAIN_000008,2,TIGHTBLOCK50,242,3,0.9781748056411743,0.021825194358825684,0.20892630517482758,True,False,False,False
STRAIN_000008,2,TIGHTBLOCK50,342,4,0.9777182340621948,0.022281765937805176,0.2111007571220398,True,False,False,False
STRAIN_000008,2,TIGHTBLOCK50,442,5,0.981371283531189,0.018628716468811035,0.19302216172218323,True,False,False,False
STRAIN_000009,2,TIGHTBLOCK50,42,1,0.9740450382232666,0.0259549617767334,0.2278374880552292,True,False,False,False
STRAIN_000009,2,TIGHTBLOCK50,142,2,0.9715872406959534,0.02841275930404663,0.23838113248348236,True,False,False,False
STRAIN_000009,2,TIGHTBLOCK50,242,3,0.97723388671875,0.02276611328125,0.21338239312171936,True,False,False,False
STRAIN_000009,2,TIGHTBLOCK50,342,4,0.974400520324707,0.02559947967529297,0.22627179324626923,True,False,False,False
STRAIN_000009,2,TIGHTBLOCK50,442,5,0.9792866706848145,0.020713329315185547,0.20353515446186066,True,False,False,False
STRAIN_000010,2,TIGHTBLOCK50,42,1,0.9731572866439819,0.026842713356018066,0.23170141875743866,True,False,False,False
STRAIN_000010,2,TIGHTBLOCK50,142,2,0.976280927658081,0.023719072341918945,0.2178032398223877,True,False,False,False
STRAIN_000010,2,TIGHTBLOCK50,242,3,0.9789291620254517,0.02107083797454834,0.20528456568717957,True,False,False,False
STRAIN_000010,2,TIGHTBLOCK50,342,4,0.9790810942649841,0.02091890573501587,0.20454305410385132,True,False,False,False
STRAIN_000010,2,TIGHTBLOCK50,442,5,0.9777352809906006,0.022264719009399414,0.2110205441713333,True,False,False,False
STRAIN_000011,2,TIGHTBLOCK50,42,1,0.9777865409851074,0.022213459014892578,0.21077711880207062,True,False,False,False
