strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000001,2,GLOBAL_CONTIG,42,1,0.6952879428863525,0.30471205711364746,0.7806560397148132,True,False,False,False
STRAIN_000001,2,GLOBAL_CONTIG,142,2,0.7088699340820312,0.29113006591796875,0.7630597352981567,True,False,False,False
STRAIN_000001,2,GLOBAL_CONTIG,242,3,0.6919962763786316,0.3080037236213684,0.7848613262176514,True,False,False,False
STRAIN_000001,2,GLOBAL_CONTIG,342,4,0.7088922262191772,0.29110777378082275,0.7630304098129272,True,False,False,False
STRAIN_000001,2,GLOBAL_CONTIG,442,5,0.7230661511421204,0.27693384885787964,0.7442228198051453,True,False,False,False
STRAIN_000007,2,GLOBAL_CONTIG,42,1,0.7047250270843506,0.2952749729156494,0.7684724926948547,True,False,False,False
STRAIN_000007,2,GLOBAL_CONTIG,142,2,0.7053399682044983,0.2946600317955017,0.7676719427108765,True,False,False,False
STRAIN_000007,2,GLOBAL_CONTIG,242,3,0.690946102142334,0.309053897857666,0.7861983180046082,True,False,False,False
STRAIN_000007,2,GLOBAL_CONTIG,342,4,0.7054798603057861,0.29452013969421387,0.7674896717071533,True,False,False,False
STRAIN_000007,2,GLOBAL_CONTIG,442,5,0.7123268842697144,0.28767311573028564,0.7585157155990601,True,False,False,False
STRAIN_000008,2,GLOBAL_CONTIG,42,1,0.7374535799026489,0.2625464200973511,0.7246328592300415,True,False,False,False
STRAIN_000008,2,GLOBAL_CONTIG,142,2,0.7163370847702026,0.28366291522979736,0.7532104849815369,True,False,False,False
STRAIN_000008,2,GLOBAL_CONTIG,242,3,0.7267678380012512,0.2732321619987488,0.7392322421073914,True,False,False,False
STRAIN_000008,2,GLOBAL_CONTIG,342,4,0.7232727408409119,0.27672725915908813,0.7439452409744263,True,False,False,False
STRAIN_000008,2,GLOBAL_CONTIG,442,5,0.7487804889678955,0.2512195110321045,0.7088292241096497,True,False,False,False
STRAIN_000009,2,GLOBAL_CONTIG,42,1,0.6863980293273926,0.3136019706726074,0.7919620871543884,True,False,False,False
STRAIN_000009,2,GLOBAL_CONTIG,142,2,0.6847813129425049,0.3152186870574951,0.7940008640289307,True,False,False,False
STRAIN_000009,2,GLOBAL_CONTIG,242,3,0.6898168325424194,0.31018316745758057,0.7876333594322205,True,False,False,False
STRAIN_000009,2,GLOBAL_CONTIG,342,4,0.7181912064552307,0.2818087935447693,0.7507447004318237,True,False,False,False
STRAIN_000009,2,GLOBAL_CONTIG,442,5,0.7192030549049377,0.28079694509506226,0.7493956685066223,True,False,False,False
STRAIN_000010,2,GLOBAL_CONTIG,42,1,0.6855269074440002,0.31447309255599976,0.7930612564086914,True,False,False,False
STRAIN_000010,2,GLOBAL_CONTIG,142,2,0.7262395620346069,0.27376043796539307,0.7399465441703796,True,False,False,False
STRAIN_000010,2,GLOBAL_CONTIG,242,3,0.7075475454330444,0.29245245456695557,0.7647908926010132,True,False,False,False
STRAIN_000010,2,GLOBAL_CONTIG,342,4,0.7266918420791626,0.2733081579208374,0.7393351793289185,True,False,False,False
STRAIN_000010,2,GLOBAL_CONTIG,442,5,0.7047382593154907,0.2952617406845093,0.7684553265571594,True,False,False,False
STRAIN_000011,2,GLOBAL_CONTIG,42,1,0.720160186290741,0.27983981370925903,0.7481173872947693,True,False,False,False
STRAIN_000011,2,GLOBAL_CONTIG,142,2,0.7206671237945557,0.27933287620544434,0.747439444065094,True,False,False,False
STRAIN_000011,2,GLOBAL_CONTIG,242,3,0.7196162939071655,0.2803837060928345,0.7488440871238708,True,False,False,False
STRAIN_000011,2,GLOBAL_CONTIG,342,4,0.6857699751853943,0.3142300248146057,0.7927547097206116,True,False,False,False
STRAIN_000011,2,GLOBAL_CONTIG,442,5,0.6924898028373718,0.3075101971626282,0.7842323780059814,True,False,False,False
STRAIN_000013,2,GLOBAL_CONTIG,42,1,0.6905748844146729,0.30942511558532715,0.7866703271865845,True,False,False,False
STRAIN_000013,2,GLOBAL_CONTIG,142,2,0.7069095373153687,0.29309046268463135,0.7656245231628418,True,False,False,False
STRAIN_000013,2,GLOBAL_CONTIG,242,3,0.6753658056259155,0.3246341943740845,0.8057719469070435,True,False,False,False
STRAIN_000013,2,GLOBAL_CONTIG,342,4,0.6703685522079468,0.3296314477920532,0.8119500875473022,True,False,False,False
STRAIN_000013,2,GLOBAL_CONTIG,442,5,0.6899543404579163,0.31004565954208374,0.7874588370323181,True,False,False,False
STRAIN_000014,2,GLOBAL_CONTIG,42,1,0.7245497703552246,0.2754502296447754,0.7422266602516174,True,False,False,False
STRAIN_000014,2,GLOBAL_CONTIG,142,2,0.7122358679771423,0.28776413202285767,0.7586358189582825,True,False,False,False
STRAIN_000014,2,GLOBAL_CONTIG,242,3,0.703321099281311,0.29667890071868896,0.7702972292900085,True,False,False,False
STRAIN_000014,2,GLOBAL_CONTIG,342,4,0.6908583641052246,0.3091416358947754,0.7863098978996277,True,False,False,False
STRAIN_000014,2,GLOBAL_CONTIG,442,5,0.6760842800140381,0.3239157199859619,0.8048799633979797,True,False,False,False
STRAIN_000018,2,GLOBAL_CONTIG,42,1,0.6546992063522339,0.3453007936477661,0.8310244083404541,True,False,False,False
STRAIN_000018,2,GLOBAL_CONTIG,142,2,0.6777885556221008,0.32221144437789917,0.8027596473693848,True,False,False,False
STRAIN_000018,2,GLOBAL_CONTIG,242,3,0.6832568049430847,0.3167431950569153,0.7959185242652893,True,False,False,False
STRAIN_000018,2,GLOBAL_CONTIG,342,4,0.6754343509674072,0.3245656490325928,0.805686891078949,True,False,False,False
STRAIN_000018,2,GLOBAL_CONTIG,442,5,0.6759318709373474,0.3240681290626526,0.805069088935852,True,False,False,False
STRAIN_000019,2,GLOBAL_CONTIG,42,1,0.6536350250244141,0.34636497497558594,0.8323039412498474,True,False,False,False
STRAIN_000019,2,GLOBAL_CONTIG,142,2,0.6412491798400879,0.3587508201599121,0.8470546007156372,True,False,False,False
STRAIN_000019,2,GLOBAL_CONTIG,242,3,0.6961064338684082,0.3038935661315918,0.7796070575714111,True,False,False,False
STRAIN_000019,2,GLOBAL_CONTIG,342,4,0.6478703022003174,0.3521296977996826,0.8392016291618347,True,False,False,False
STRAIN_000019,2,GLOBAL_CONTIG,442,5,0.6643906831741333,0.3356093168258667,0.8192792534828186,True,False,False,False
STRAIN_000020,2,GLOBAL_CONTIG,42,1,0.6721221208572388,0.32787787914276123,0.8097875118255615,True,False,False,False
STRAIN_000020,2,GLOBAL_CONTIG,142,2,0.6676915884017944,0.33230841159820557,0.8152403235435486,True,False,False,False
STRAIN_000020,2,GLOBAL_CONTIG,242,3,0.6624363660812378,0.3375636339187622,0.8216612935066223,True,False,False,False
STRAIN_000020,2,GLOBAL_CONTIG,342,4,0.7300472855567932,0.2699527144432068,0.7347825765609741,True,False,False,False
STRAIN_000020,2,GLOBAL_CONTIG,442,5,0.6744522452354431,0.3255477547645569,0.8069049119949341,True,False,False,False
STRAIN_000021,2,GLOBAL_CONTIG,42,1,0.7089088559150696,0.2910911440849304,0.7630086541175842,True,False,False,False
STRAIN_000021,2,GLOBAL_CONTIG,142,2,0.7381521463394165,0.2618478536605835,0.7236682176589966,True,False,False,False
STRAIN_000021,2,GLOBAL_CONTIG,242,3,0.6529750823974609,0.34702491760253906,0.8330966234207153,True,False,False,False
STRAIN_000021,2,GLOBAL_CONTIG,342,4,0.7162103652954102,0.28378963470458984,0.7533785700798035,True,False,False,False
STRAIN_000021,2,GLOBAL_CONTIG,442,5,0.6270719766616821,0.37292802333831787,0.8636295795440674,True,False,False,False
STRAIN_000022,2,GLOBAL_CONTIG,42,1,0.6876401901245117,0.3123598098754883,0.7903921604156494,True,False,False,False
STRAIN_000022,2,GLOBAL_CONTIG,142,2,0.6932581067085266,0.3067418932914734,0.7832521796226501,True,False,False,False
STRAIN_000022,2,GLOBAL_CONTIG,242,3,0.6544760465621948,0.3455239534378052,0.831292986869812,True,False,False,False
STRAIN_000022,2,GLOBAL_CONTIG,342,4,0.6635176539421082,0.33648234605789185,0.8203443288803101,True,False,False,False
STRAIN_000022,2,GLOBAL_CONTIG,442,5,0.6673619151115417,0.33263808488845825,0.8156446814537048,True,False,False,False
STRAIN_000023,2,GLOBAL_CONTIG,42,1,0.6576192378997803,0.3423807621002197,0.8275030851364136,True,False,False,False
STRAIN_000023,2,GLOBAL_CONTIG,142,2,0.6577145457267761,0.3422854542732239,0.8273880481719971,True,False,False,False
STRAIN_000023,2,GLOBAL_CONTIG,242,3,0.6525255441665649,0.34747445583343506,0.8336359858512878,True,False,False,False
STRAIN_000023,2,GLOBAL_CONTIG,342,4,0.6601405739784241,0.3398594260215759,0.8244506120681763,True,False,False,False
STRAIN_000023,2,GLOBAL_CONTIG,442,5,0.6749348640441895,0.32506513595581055,0.8063065409660339,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,42,1,0.6560066938400269,0.34399330615997314,0.8294495344161987,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,142,2,0.6366300582885742,0.3633699417114258,0.8524903059005737,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,242,3,0.6648240089416504,0.3351759910583496,0.818750262260437,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,342,4,0.6344836950302124,0.3655163049697876,0.8550044894218445,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,442,5,0.6720019578933716,0.3279980421066284,0.8099358677864075,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,42,1,0.7006634473800659,0.2993365526199341,0.7737396955490112,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,142,2,0.713270902633667,0.286729097366333,0.7572702765464783,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,242,3,0.6506244540214539,0.34937554597854614,0.8359133005142212,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,342,4,0.6719712615013123,0.32802873849868774,0.8099737763404846,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,442,5,0.6683610677719116,0.3316389322280884,0.8144187927246094,True,False,False,False
STRAIN_000030,2,GLOBAL_CONTIG,42,1,0.5849395394325256,0.41506046056747437,0.9111097455024719,True,False,False,False
STRAIN_000030,2,GLOBAL_CONTIG,142,2,0.5981832146644592,0.40181678533554077,0.8964561223983765,True,False,False,False
STRAIN_000030,2,GLOBAL_CONTIG,242,3,0.5788593292236328,0.4211406707763672,0.9177588820457458,True,False,False,False
STRAIN_000030,2,GLOBAL_CONTIG,342,4,0.586898922920227,0.41310107707977295,0.9089567065238953,True,False,False,False
STRAIN_000030,2,GLOBAL_CONTIG,442,5,0.5711807608604431,0.4288192391395569,0.9260877370834351,True,False,False,False
