outer_fold,epoch,learning_rate,train_total_ssl_loss,train_reconstruction_loss,train_adjacency_loss,train_contrastive_loss,inner_val_total_ssl_loss,inner_val_reconstruction_loss,inner_val_adjacency_loss,inner_val_contrastive_loss
5,1,0.0002,1.2197628636073246,0.2391620391077845,0.6893130718466204,3.1797213971102476,1.3379672689146775,0.10074831458718278,0.6932647748048916,4.452932834625244
5,2,0.00019876883405951377,1.1993304122143285,0.1244013636322281,0.689099808391664,3.6518956398895615,1.354907790138278,0.12257757696301438,0.6947618210038473,4.424746513366699
5,3,0.00019510565162951537,1.2760069887754226,0.10375236241643272,0.6920366290647184,4.13118148499027,1.3212269134992778,0.08406027597050335,0.693398178316826,4.452337741851807
5,4,0.0001891006524188368,1.3061208706189023,0.09684861425769363,0.6882333202997388,4.325777900936269,1.3264537414839102,0.08903735668160194,0.6932920896729757,4.453851699829102
5,5,0.00018090169943749476,1.226272411196143,0.09383346797914423,0.6863405028181978,3.9463434081022926,1.3211353531757069,0.08371150996102843,0.6931548000768174,4.454232215881348
5,6,0.00017071067811865476,1.355588436126709,0.09104261592158615,0.6888029269639264,4.600721723370702,1.3210441854630792,0.08355319075459658,0.6932501931523167,4.454329490661621
5,7,0.00015877852522924732,1.5018063305442175,0.09039561025648882,0.6858191857365278,5.342505529309412,1.3210883460072584,0.0836214374664218,0.6932020208170248,4.454329490661621
5,8,0.00014539904997395468,1.5063507164105303,0.09002255238485883,0.6882344268283734,5.361054629002054,1.321258844435215,0.0837675393667332,0.6932511953420417,4.454328536987305
5,9,0.00013090169943749476,1.5079975920625266,0.08987825261402267,0.6892513004278386,5.367468359135625,1.3213607584147953,0.0838269084518732,0.6933362851309222,4.454328536987305
5,10,0.00011564344650402312,1.5067071045367286,0.08883208679008621,0.6882377836458321,5.3687805121812575,1.321255940822668,0.08381385442822478,0.6931531394636908,4.454327583312988
