outer_fold,strain_entity_id,TIGHT,LOCAL,GLOBAL,GLOBAL_minus_LOCAL,GLOBAL_gt_LOCAL,GLOBAL_gt_TIGHT,LOCAL_gt_TIGHT,full_expected_order
1,STRAIN_000002,0.013114428520202637,0.05170329809188843,0.2605419158935547,0.20883861780166627,True,True,True,True
1,STRAIN_000025,0.011536979675292968,0.06865878105163574,0.40089688301086424,0.3322381019592285,True,True,True,True
1,STRAIN_000035,0.008890235424041748,0.06517704725265502,0.33712066411972047,0.2719436168670655,True,True,True,True
1,STRAIN_000036,0.007660496234893799,0.06771507263183593,0.326928985118866,0.2592139124870301,True,True,True,True
1,STRAIN_000037,0.004940390586853027,0.07245862483978271,0.3038238167762756,0.2313651919364929,True,True,True,True
1,STRAIN_000038,0.006639325618743896,0.07975894212722778,0.29271348714828493,0.21295454502105715,True,True,True,True
1,STRAIN_000039,0.008247435092926025,0.06938410997390747,0.324549663066864,0.2551655530929565,True,True,True,True
1,STRAIN_000040,0.007863831520080567,0.07428914308547974,0.34057657718658446,0.2662874341011047,True,True,True,True
1,STRAIN_000041,0.009160995483398438,0.06753653287887573,0.3064021348953247,0.23886560201644896,True,True,True,True
1,STRAIN_000042,0.008096516132354736,0.07239261865615845,0.3192058324813843,0.24681321382522584,True,True,True,True
1,STRAIN_000060,0.009400618076324464,0.05871825218200684,0.3015030860900879,0.2427848339080811,True,True,True,True
1,STRAIN_000066,0.015130078792572022,0.0677342176437378,0.3878319501876831,0.32009773254394536,True,True,True,True
1,STRAIN_000092,0.010590672492980957,0.06848431825637817,0.38088632822036744,0.31240200996398926,True,True,True,True
1,STRAIN_000140,0.0092612624168396,0.07569322586059571,0.39312019348144533,0.31742696762084965,True,True,True,True
1,STRAIN_000159,0.009307324886322021,0.06818031072616577,0.3216938853263855,0.2535135746002197,True,True,True,True
1,STRAIN_000162,0.012236392498016358,0.06985239982604981,0.40339155197143556,0.33353915214538576,True,True,True,True
1,STRAIN_000199,0.011234188079833984,0.0715844988822937,0.4124698519706726,0.34088535308837886,True,True,True,True
1,STRAIN_000214,0.010417640209197998,0.07081756591796876,0.3303476572036743,0.2595300912857056,True,True,True,True
1,STRAIN_000233,0.011766171455383301,0.06774183511734008,0.41808472871780394,0.3503428936004639,True,True,True,True
1,STRAIN_000241,0.010805845260620117,0.0758139967918396,0.40465497970581055,0.32884098291397096,True,True,True,True
1,STRAIN_000245,0.009846639633178712,0.07691562175750732,0.39842733144760134,0.321511709690094,True,True,True,True
1,STRAIN_000260,0.011291015148162841,0.05938378572463989,0.27338285446166993,0.21399906873703003,True,True,True,True
1,STRAIN_000292,0.0107039213180542,0.07337857484817505,0.34281721115112307,0.269438636302948,True,True,True,True
1,STRAIN_000301,0.011418867111206054,0.06526246070861816,0.3950845003128052,0.329822039604187,True,True,True,True
1,STRAIN_000302,0.011133146286010743,0.06249581575393677,0.40181957483291625,0.3393237590789795,True,True,True,True
1,STRAIN_000318,0.009410786628723144,0.07193596363067627,0.32959350347518923,0.25765753984451295,True,True,True,True
1,STRAIN_000325,0.010845303535461426,0.07400795221328735,0.3985081672668457,0.3245002150535583,True,True,True,True
1,STRAIN_000330,0.007020866870880127,0.07437987327575683,0.2997464418411255,0.22536656856536863,True,True,True,True
1,STRAIN_000336,0.005300140380859375,0.06547913551330567,0.2726880669593811,0.2072089314460754,True,True,True,True
1,STRAIN_000337,0.010540509223937988,0.06679996252059936,0.3801405310630798,0.3133405685424805,True,True,True,True
1,STRAIN_000340,0.010563910007476807,0.06825802326202393,0.3380880355834961,0.2698300123214722,True,True,True,True
1,STRAIN_000362,0.011033725738525391,0.07226951122283935,0.4066263198852539,0.3343568086624145,True,True,True,True
1,STRAIN_000363,0.011488890647888184,0.07223187685012818,0.41161690950393676,0.3393850326538086,True,True,True,True
1,STRAIN_000369,0.009810733795166015,0.0729871392250061,0.38881458044052125,0.31582744121551515,True,True,True,True
1,STRAIN_000372,0.011251270771026611,0.07274287939071655,0.37163307666778567,0.2988901972770691,True,True,True,True
1,STRAIN_000374,0.011255085468292236,0.0636096477508545,0.3757903456687927,0.31218069791793823,True,True,True,True
1,STRAIN_000376,0.01220299005508423,0.07093157768249511,0.3888140320777893,0.31788245439529417,True,True,True,True
1,STRAIN_000378,0.010471165180206299,0.06284462213516236,0.32763928174972534,0.264794659614563,True,True,True,True
1,STRAIN_000385,0.011149382591247559,0.0814203143119812,0.3654850125312805,0.2840646982192993,True,True,True,True
1,STRAIN_000390,0.011825907230377197,0.07113020420074463,0.3884135365486145,0.3172833323478699,True,True,True,True
1,STRAIN_000396,0.010000252723693847,0.07377334833145141,0.38203790187835696,0.3082645535469055,True,True,True,True
1,STRAIN_000397,0.012290370464324952,0.07577978372573853,0.4027368903160095,0.326957106590271,True,True,True,True
1,STRAIN_000399,0.00791914463043213,0.06478561162948608,0.2665578484535217,0.2017722368240356,True,True,True,True
1,STRAIN_000400,0.009151101112365723,0.07161345481872558,0.2913124203681946,0.21969896554946902,True,True,True,True
1,STRAIN_000404,0.013831734657287598,0.07169497013092041,0.4151491165161133,0.3434541463851929,True,True,True,True
1,STRAIN_000405,0.012728679180145263,0.06862612962722778,0.4022613763809204,0.3336352467536926,True,True,True,True
1,STRAIN_000409,0.010890662670135498,0.060826027393341066,0.4105897068977356,0.3497636795043945,True,True,True,True
1,STRAIN_000416,0.010477876663208008,0.08124258518218994,0.3941694498062134,0.3129268646240234,True,True,True,True
1,STRAIN_000418,0.012842786312103272,0.06878697872161865,0.42004960775375366,0.351262629032135,True,True,True,True
1,STRAIN_000424,0.009214389324188232,0.0643721342086792,0.3221825838088989,0.2578104496002197,True,True,True,True
1,STRAIN_000427,0.007634127140045166,0.06883624792099,0.29276663064956665,0.22393038272857665,True,True,True,True
1,STRAIN_000432,0.011274313926696778,0.06753907203674317,0.39619102478027346,0.3286519527435303,True,True,True,True
