strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000004,4,LOCAL_W10,1,42,0.9461380243301392,0.05386197566986084,0.3282129466533661,128,True,False,False,False
STRAIN_000004,4,LOCAL_W10,2,142,0.9553921222686768,0.04460787773132324,0.29868999123573303,128,True,False,False,False
STRAIN_000004,4,LOCAL_W10,3,242,0.9440778493881226,0.05592215061187744,0.33443108201026917,128,True,False,False,False
STRAIN_000004,4,LOCAL_W10,4,342,0.9409581422805786,0.05904185771942139,0.3436330258846283,128,True,False,False,False
STRAIN_000004,4,LOCAL_W10,5,442,0.9217584133148193,0.07824158668518066,0.39557945728302,128,True,False,False,False
STRAIN_000005,4,LOCAL_W10,1,42,0.9403043389320374,0.059695661067962646,0.34553053975105286,128,True,False,False,False
STRAIN_000005,4,LOCAL_W10,2,142,0.9650275707244873,0.034972429275512695,0.26447078585624695,128,True,False,False,False
STRAIN_000005,4,LOCAL_W10,3,242,0.9532561898231506,0.046743810176849365,0.30575764179229736,128,True,False,False,False
STRAIN_000005,4,LOCAL_W10,4,342,0.9475659728050232,0.05243402719497681,0.3238331377506256,128,True,False,False,False
STRAIN_000005,4,LOCAL_W10,5,442,0.9640651345252991,0.03593486547470093,0.2680854797363281,128,True,False,False,False
STRAIN_000013,4,LOCAL_W10,1,42,0.9377616047859192,0.06223839521408081,0.3528127670288086,128,True,False,False,False
STRAIN_000013,4,LOCAL_W10,2,142,0.9264557957649231,0.0735442042350769,0.38352134823799133,128,True,False,False,False
STRAIN_000013,4,LOCAL_W10,3,242,0.9469858407974243,0.053014159202575684,0.32561996579170227,128,True,False,False,False
STRAIN_000013,4,LOCAL_W10,4,342,0.9405249357223511,0.059475064277648926,0.3448914587497711,128,True,False,False,False
STRAIN_000013,4,LOCAL_W10,5,442,0.944664478302002,0.05533552169799805,0.3326726257801056,128,True,False,False,False
STRAIN_000014,4,LOCAL_W10,1,42,0.9576683640480042,0.04233163595199585,0.29096949100494385,128,True,False,False,False
STRAIN_000014,4,LOCAL_W10,2,142,0.954491138458252,0.04550886154174805,0.30169162154197693,128,True,False,False,False
STRAIN_000014,4,LOCAL_W10,3,242,0.9387871623039246,0.06121283769607544,0.3498940169811249,128,True,False,False,False
STRAIN_000014,4,LOCAL_W10,4,342,0.952142596244812,0.04785740375518799,0.30937790870666504,128,True,False,False,False
STRAIN_000014,4,LOCAL_W10,5,442,0.9508920311927795,0.04910796880722046,0.3133942484855652,128,True,False,False,False
STRAIN_000016,4,LOCAL_W10,1,42,0.9365955591201782,0.06340444087982178,0.35610246658325195,128,True,False,False,False
STRAIN_000016,4,LOCAL_W10,2,142,0.9418672323226929,0.05813276767730713,0.340977281332016,128,True,False,False,False
STRAIN_000016,4,LOCAL_W10,3,242,0.9375084042549133,0.06249159574508667,0.35352984070777893,128,True,False,False,False
STRAIN_000016,4,LOCAL_W10,4,342,0.9305523633956909,0.06944763660430908,0.37268680334091187,128,True,False,False,False
STRAIN_000016,4,LOCAL_W10,5,442,0.9425497651100159,0.05745023488998413,0.3389699161052704,128,True,False,False,False
STRAIN_000017,4,LOCAL_W10,1,42,0.9353609681129456,0.06463903188705444,0.3595524728298187,128,True,False,False,False
STRAIN_000017,4,LOCAL_W10,2,142,0.9524276852607727,0.047572314739227295,0.30845504999160767,128,True,False,False,False
STRAIN_000017,4,LOCAL_W10,3,242,0.9478537440299988,0.05214625597000122,0.3229433298110962,128,True,False,False,False
STRAIN_000017,4,LOCAL_W10,4,342,0.9528583288192749,0.0471416711807251,0.3070557713508606,128,True,False,False,False
STRAIN_000017,4,LOCAL_W10,5,442,0.9487909078598022,0.051209092140197754,0.32002830505371094,128,True,False,False,False
STRAIN_000022,4,LOCAL_W10,1,42,0.9470983147621155,0.05290168523788452,0.3252744674682617,128,True,False,False,False
STRAIN_000022,4,LOCAL_W10,2,142,0.9552074670791626,0.0447925329208374,0.2993078827857971,128,True,False,False,False
STRAIN_000022,4,LOCAL_W10,3,242,0.9453532695770264,0.05464673042297363,0.33059555292129517,128,True,False,False,False
STRAIN_000022,4,LOCAL_W10,4,342,0.950803279876709,0.049196720123291016,0.31367728114128113,128,True,False,False,False
STRAIN_000022,4,LOCAL_W10,5,442,0.9492620229721069,0.050737977027893066,0.31855282187461853,128,True,False,False,False
STRAIN_000028,4,LOCAL_W10,1,42,0.9463313817977905,0.05366861820220947,0.3276233971118927,128,True,False,False,False
STRAIN_000028,4,LOCAL_W10,2,142,0.9478354454040527,0.052164554595947266,0.3230001628398895,128,True,False,False,False
STRAIN_000028,4,LOCAL_W10,3,242,0.950524091720581,0.049475908279418945,0.3145661950111389,128,True,False,False,False
STRAIN_000028,4,LOCAL_W10,4,342,0.9418882727622986,0.058111727237701416,0.3409154713153839,128,True,False,False,False
STRAIN_000028,4,LOCAL_W10,5,442,0.9415696263313293,0.058430373668670654,0.3418491780757904,128,True,False,False,False
STRAIN_000029,4,LOCAL_W10,1,42,0.9478615522384644,0.052138447761535645,0.3229195475578308,128,True,False,False,False
STRAIN_000029,4,LOCAL_W10,2,142,0.9479418992996216,0.05205810070037842,0.32267069816589355,128,True,False,False,False
STRAIN_000029,4,LOCAL_W10,3,242,0.9449896812438965,0.055010318756103516,0.3316936790943146,128,True,False,False,False
STRAIN_000029,4,LOCAL_W10,4,342,0.948185920715332,0.05181407928466797,0.3219135105609894,128,True,False,False,False
STRAIN_000029,4,LOCAL_W10,5,442,0.9390102028846741,0.06098979711532593,0.3492557406425476,128,True,False,False,False
