strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000002,1,LOCAL_W10,1,42,0.9494420886039734,0.05055791139602661,0.31798726320266724,128,True,False,False,False
STRAIN_000002,1,LOCAL_W10,2,142,0.9481409192085266,0.05185908079147339,0.32205313444137573,128,True,False,False,False
STRAIN_000002,1,LOCAL_W10,3,242,0.947688639163971,0.05231136083602905,0.32345443964004517,128,True,False,False,False
STRAIN_000002,1,LOCAL_W10,4,342,0.946372389793396,0.053627610206604004,0.32749828696250916,128,True,False,False,False
STRAIN_000002,1,LOCAL_W10,5,442,0.9528849124908447,0.04711508750915527,0.30696937441825867,128,True,False,False,False
STRAIN_000015,1,LOCAL_W10,1,42,0.9361964464187622,0.06380355358123779,0.35722148418426514,128,True,False,False,False
STRAIN_000015,1,LOCAL_W10,2,142,0.934859037399292,0.06514096260070801,0.3609461188316345,128,True,False,False,False
STRAIN_000015,1,LOCAL_W10,3,242,0.9246944189071655,0.07530558109283447,0.3880867063999176,128,True,False,False,False
STRAIN_000015,1,LOCAL_W10,4,342,0.9328476190567017,0.06715238094329834,0.3664764165878296,128,True,False,False,False
STRAIN_000015,1,LOCAL_W10,5,442,0.922645092010498,0.07735490798950195,0.39333176612854004,128,True,False,False,False
STRAIN_000033,1,LOCAL_W10,1,42,0.9364690780639648,0.06353092193603516,0.3564572334289551,128,True,False,False,False
STRAIN_000033,1,LOCAL_W10,2,142,0.9289537668228149,0.07104623317718506,0.3769514560699463,128,True,False,False,False
STRAIN_000033,1,LOCAL_W10,3,242,0.937564492225647,0.06243550777435303,0.35337090492248535,128,True,False,False,False
STRAIN_000033,1,LOCAL_W10,4,342,0.9375431537628174,0.06245684623718262,0.3534314036369324,128,True,False,False,False
STRAIN_000033,1,LOCAL_W10,5,442,0.9249571561813354,0.07504284381866455,0.3874088525772095,128,True,False,False,False
STRAIN_000070,1,LOCAL_W10,1,42,0.933057427406311,0.06694257259368896,0.36590322852134705,128,True,False,False,False
STRAIN_000070,1,LOCAL_W10,2,142,0.9311479330062866,0.06885206699371338,0.37108486890792847,128,True,False,False,False
STRAIN_000070,1,LOCAL_W10,3,242,0.9155998229980469,0.08440017700195312,0.4108531177043915,128,True,False,False,False
STRAIN_000070,1,LOCAL_W10,4,342,0.9233566522598267,0.07664334774017334,0.3915182948112488,128,True,False,False,False
STRAIN_000070,1,LOCAL_W10,5,442,0.9269567728042603,0.07304322719573975,0.38221248984336853,128,True,False,False,False
STRAIN_000075,1,LOCAL_W10,1,42,0.6905434131622314,0.30945658683776855,0.7867103219032288,128,True,False,False,False
STRAIN_000075,1,LOCAL_W10,2,142,0.7303351163864136,0.2696648836135864,0.7343907356262207,128,True,False,False,False
STRAIN_000075,1,LOCAL_W10,3,242,0.8565307855606079,0.1434692144393921,0.535666286945343,128,True,False,False,False
STRAIN_000075,1,LOCAL_W10,4,342,0.7990575432777405,0.20094245672225952,0.6339439153671265,128,True,False,False,False
STRAIN_000075,1,LOCAL_W10,5,442,0.8981382846832275,0.10186171531677246,0.4513574242591858,128,True,False,False,False
STRAIN_000113,1,LOCAL_W10,1,42,0.9569318294525146,0.04306817054748535,0.29349008202552795,128,True,False,False,False
STRAIN_000113,1,LOCAL_W10,2,142,0.9532217979431152,0.046778202056884766,0.30587026476860046,128,True,False,False,False
STRAIN_000113,1,LOCAL_W10,3,242,0.9554600715637207,0.0445399284362793,0.29846251010894775,128,True,False,False,False
STRAIN_000113,1,LOCAL_W10,4,342,0.9536137580871582,0.0463862419128418,0.30458569526672363,128,True,False,False,False
STRAIN_000113,1,LOCAL_W10,5,442,0.952268123626709,0.047731876373291016,0.30897217988967896,128,True,False,False,False
STRAIN_000114,1,LOCAL_W10,1,42,0.9122274518013,0.08777254819869995,0.41898128390312195,128,True,False,False,False
STRAIN_000114,1,LOCAL_W10,2,142,0.9155396223068237,0.08446037769317627,0.41099968552589417,128,True,False,False,False
