strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000025,2,LOCAL_W10,1,42,0.9357606172561646,0.06423938274383545,0.35843929648399353,128,True,False,False,False
STRAIN_000025,2,LOCAL_W10,2,142,0.9283883571624756,0.07161164283752441,0.378448486328125,128,True,False,False,False
STRAIN_000025,2,LOCAL_W10,3,242,0.9333958625793457,0.0666041374206543,0.3649771213531494,128,True,False,False,False
STRAIN_000025,2,LOCAL_W10,4,342,0.9393705725669861,0.060629427433013916,0.3482223451137543,128,True,False,False,False
STRAIN_000025,2,LOCAL_W10,5,442,0.9420711398124695,0.05792886018753052,0.34037888050079346,128,True,False,False,False
STRAIN_000026,2,LOCAL_W10,1,42,0.9389212131500244,0.061078786849975586,0.3495103418827057,128,True,False,False,False
STRAIN_000026,2,LOCAL_W10,2,142,0.9290564060211182,0.07094359397888184,0.3766791522502899,128,True,False,False,False
STRAIN_000026,2,LOCAL_W10,3,242,0.943381667137146,0.056618332862854004,0.3365064561367035,128,True,False,False,False
STRAIN_000026,2,LOCAL_W10,4,342,0.9322152137756348,0.06778478622436523,0.36819785833358765,128,True,False,False,False
STRAIN_000026,2,LOCAL_W10,5,442,0.941338062286377,0.05866193771362305,0.3425258994102478,128,True,False,False,False
STRAIN_000027,2,LOCAL_W10,1,42,0.9371223449707031,0.06287765502929688,0.35461997985839844,128,True,False,False,False
STRAIN_000027,2,LOCAL_W10,2,142,0.9544631838798523,0.045536816120147705,0.3017841577529907,128,True,False,False,False
STRAIN_000027,2,LOCAL_W10,3,242,0.9418663382530212,0.05813366174697876,0.34098002314567566,128,True,False,False,False
STRAIN_000027,2,LOCAL_W10,4,342,0.9398953914642334,0.0601046085357666,0.34671229124069214,128,True,False,False,False
STRAIN_000027,2,LOCAL_W10,5,442,0.9374293088912964,0.06257069110870361,0.3537534177303314,128,True,False,False,False
STRAIN_000045,2,LOCAL_W10,1,42,0.9434506297111511,0.05654937028884888,0.3363015651702881,128,True,False,False,False
STRAIN_000045,2,LOCAL_W10,2,142,0.9373958706855774,0.06260412931442261,0.3538478910923004,128,True,False,False,False
STRAIN_000045,2,LOCAL_W10,3,242,0.925826370716095,0.07417362928390503,0.3851587772369385,128,True,False,False,False
STRAIN_000045,2,LOCAL_W10,4,342,0.9431936740875244,0.056806325912475586,0.3370649516582489,128,True,False,False,False
STRAIN_000045,2,LOCAL_W10,5,442,0.941379189491272,0.05862081050872803,0.3424054980278015,128,True,False,False,False
STRAIN_000046,2,LOCAL_W10,1,42,0.9367972612380981,0.06320273876190186,0.35553526878356934,128,True,False,False,False
STRAIN_000046,2,LOCAL_W10,2,142,0.9423565864562988,0.05764341354370117,0.3395388722419739,128,True,False,False,False
