strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000006,5,TIGHTBLOCK50,1,42,0.9788942337036133,0.02110576629638672,0.20545384287834167,128,True,False,False,False
STRAIN_000006,5,TIGHTBLOCK50,2,142,0.9848103523254395,0.015189647674560547,0.17429600656032562,128,True,False,False,False
STRAIN_000006,5,TIGHTBLOCK50,3,242,0.9817368984222412,0.01826310157775879,0.1911178082227707,128,True,False,False,False
STRAIN_000006,5,TIGHTBLOCK50,4,342,0.9814844131469727,0.018515586853027344,0.1924341320991516,128,True,False,False,False
STRAIN_000006,5,TIGHTBLOCK50,5,442,0.9773536920547485,0.022646307945251465,0.2128201574087143,128,True,False,False,False
STRAIN_000007,5,TIGHTBLOCK50,1,42,0.9771741628646851,0.02282583713531494,0.21366283297538757,128,True,False,False,False
STRAIN_000007,5,TIGHTBLOCK50,2,142,0.9829599857330322,0.017040014266967773,0.1846081167459488,128,True,False,False,False
STRAIN_000007,5,TIGHTBLOCK50,3,242,0.9791291356086731,0.020870864391326904,0.20430786907672882,128,True,False,False,False
STRAIN_000007,5,TIGHTBLOCK50,4,342,0.9784482717514038,0.02155172824859619,0.20761410892009735,128,True,False,False,False
STRAIN_000007,5,TIGHTBLOCK50,5,442,0.9807960987091064,0.019203901290893555,0.1959792822599411,128,True,False,False,False
STRAIN_000008,5,TIGHTBLOCK50,1,42,0.9767910838127136,0.023208916187286377,0.2154480516910553,128,True,False,False,False
STRAIN_000008,5,TIGHTBLOCK50,2,142,0.982928454875946,0.017071545124053955,0.1847781538963318,128,True,False,False,False
STRAIN_000008,5,TIGHTBLOCK50,3,242,0.9817478060722351,0.018252193927764893,0.191060870885849,128,True,False,False,False
STRAIN_000008,5,TIGHTBLOCK50,4,342,0.9766165018081665,0.023383498191833496,0.21625658869743347,128,True,False,False,False
STRAIN_000008,5,TIGHTBLOCK50,5,442,0.9817736148834229,0.01822638511657715,0.1909254938364029,128,True,False,False,False
STRAIN_000009,5,TIGHTBLOCK50,1,42,0.9765326380729675,0.02346736192703247,0.2166443020105362,128,True,False,False,False
STRAIN_000009,5,TIGHTBLOCK50,2,142,0.9752098321914673,0.024790167808532715,0.2226664423942566,128,True,False,False,False
STRAIN_000009,5,TIGHTBLOCK50,3,242,0.9750940799713135,0.024905920028686523,0.22318561375141144,128,True,False,False,False
STRAIN_000009,5,TIGHTBLOCK50,4,342,0.9747656583786011,0.025234341621398926,0.22465229034423828,128,True,False,False,False
STRAIN_000009,5,TIGHTBLOCK50,5,442,0.9822339415550232,0.017766058444976807,0.18849998712539673,128,True,False,False,False
STRAIN_000010,5,TIGHTBLOCK50,1,42,0.9735080003738403,0.026491999626159668,0.23018278181552887,128,True,False,False,False
STRAIN_000010,5,TIGHTBLOCK50,2,142,0.9812456965446472,0.018754303455352783,0.1936713457107544,128,True,False,False,False
