strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000001,3,LOCAL_W10,1,42,0.9451554417610168,0.054844558238983154,0.33119338750839233,128,True,False,False,False
STRAIN_000001,3,LOCAL_W10,2,142,0.938957691192627,0.06104230880737305,0.3494059443473816,128,True,False,False,False
STRAIN_000001,3,LOCAL_W10,3,242,0.9500494003295898,0.049950599670410156,0.31607159972190857,128,True,False,False,False
STRAIN_000001,3,LOCAL_W10,4,342,0.9563196897506714,0.04368031024932861,0.2955680787563324,128,True,False,False,False
STRAIN_000001,3,LOCAL_W10,5,442,0.9555503726005554,0.04444962739944458,0.2981598377227783,128,True,False,False,False
STRAIN_000031,3,LOCAL_W10,1,42,0.942246675491333,0.05775332450866699,0.3398626446723938,128,True,False,False,False
STRAIN_000031,3,LOCAL_W10,2,142,0.9458221197128296,0.05417788028717041,0.3291744887828827,128,True,False,False,False
STRAIN_000031,3,LOCAL_W10,3,242,0.9455167055130005,0.05448329448699951,0.33010074496269226,128,True,False,False,False
STRAIN_000031,3,LOCAL_W10,4,342,0.9494937062263489,0.05050629377365112,0.31782475113868713,128,True,False,False,False
STRAIN_000031,3,LOCAL_W10,5,442,0.9452029466629028,0.05479705333709717,0.3310500979423523,128,True,False,False,False
STRAIN_000040,3,LOCAL_W10,1,42,0.9473462104797363,0.05265378952026367,0.32451117038726807,128,True,False,False,False
STRAIN_000040,3,LOCAL_W10,2,142,0.9413096904754639,0.05869030952453613,0.3426082730293274,128,True,False,False,False
STRAIN_000040,3,LOCAL_W10,3,242,0.9419941902160645,0.05800580978393555,0.34060487151145935,128,True,False,False,False
STRAIN_000040,3,LOCAL_W10,4,342,0.9405466914176941,0.05945330858230591,0.34482839703559875,128,True,False,False,False
STRAIN_000040,3,LOCAL_W10,5,442,0.9422212243080139,0.057778775691986084,0.3399372100830078,128,True,False,False,False
STRAIN_000044,3,LOCAL_W10,1,42,0.981535792350769,0.018464207649230957,0.1921674907207489,128,True,False,False,False
STRAIN_000044,3,LOCAL_W10,2,142,0.9010379314422607,0.09896206855773926,0.4448867440223694,128,True,False,False,False
STRAIN_000044,3,LOCAL_W10,3,242,0.9523477554321289,0.047652244567871094,0.3087143898010254,128,True,False,False,False
STRAIN_000044,3,LOCAL_W10,4,342,0.9883763194084167,0.011623680591583252,0.1524714231491089,128,True,False,False,False
STRAIN_000044,3,LOCAL_W10,5,442,0.914928138256073,0.085071861743927,0.412484735250473,128,True,False,False,False
STRAIN_000083,3,LOCAL_W10,1,42,0.9410191774368286,0.05898082256317139,0.3434554636478424,128,True,False,False,False
STRAIN_000083,3,LOCAL_W10,2,142,0.9065650701522827,0.09343492984771729,0.4322846233844757,128,True,False,False,False
STRAIN_000083,3,LOCAL_W10,3,242,0.9249696731567383,0.07503032684326172,0.3873768746852875,128,True,False,False,False
STRAIN_000083,3,LOCAL_W10,4,342,0.9380635023117065,0.06193649768829346,0.35195598006248474,128,True,False,False,False
STRAIN_000083,3,LOCAL_W10,5,442,0.7915053367614746,0.2084946632385254,0.6457471251487732,128,True,False,False,False
STRAIN_000090,3,LOCAL_W10,1,42,0.9374293088912964,0.06257069110870361,0.35375308990478516,128,True,False,False,False
STRAIN_000090,3,LOCAL_W10,2,142,0.9406707286834717,0.05932927131652832,0.3444686233997345,128,True,False,False,False
STRAIN_000090,3,LOCAL_W10,3,242,0.9329912662506104,0.06700873374938965,0.3660840392112732,128,True,False,False,False
STRAIN_000090,3,LOCAL_W10,4,342,0.9341564178466797,0.06584358215332031,0.3628874123096466,128,True,False,False,False
STRAIN_000090,3,LOCAL_W10,5,442,0.942590594291687,0.05740940570831299,0.33884918689727783,128,True,False,False,False
STRAIN_000095,3,LOCAL_W10,1,42,0.9401830434799194,0.059816956520080566,0.3458814322948456,128,True,False,False,False
STRAIN_000095,3,LOCAL_W10,2,142,0.9364304542541504,0.06356954574584961,0.3565658926963806,128,True,False,False,False
STRAIN_000095,3,LOCAL_W10,3,242,0.9447101950645447,0.05528980493545532,0.33253514766693115,128,True,False,False,False
STRAIN_000095,3,LOCAL_W10,4,342,0.9465904831886292,0.05340951681137085,0.3268318474292755,128,True,False,False,False
STRAIN_000095,3,LOCAL_W10,5,442,0.940994143486023,0.05900585651397705,0.3435285985469818,128,True,False,False,False
STRAIN_000099,3,LOCAL_W10,1,42,0.959651529788971,0.04034847021102905,0.2840721607208252,128,True,False,False,False
STRAIN_000099,3,LOCAL_W10,2,142,0.9613210558891296,0.03867894411087036,0.27813294529914856,128,True,False,False,False
STRAIN_000099,3,LOCAL_W10,3,242,0.9635019302368164,0.036498069763183594,0.2701779901981354,128,True,False,False,False
STRAIN_000099,3,LOCAL_W10,4,342,0.9651275873184204,0.03487241268157959,0.26409241557121277,128,True,False,False,False
STRAIN_000099,3,LOCAL_W10,5,442,0.9615140557289124,0.038485944271087646,0.2774379849433899,128,True,False,False,False
STRAIN_000106,3,LOCAL_W10,1,42,0.9534445405006409,0.04655545949935913,0.3051408529281616,128,True,False,False,False
STRAIN_000106,3,LOCAL_W10,2,142,0.9543584585189819,0.045641541481018066,0.3021307587623596,128,True,False,False,False
STRAIN_000106,3,LOCAL_W10,3,242,0.9501509666442871,0.04984903335571289,0.3157498240470886,128,True,False,False,False
