strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000004,4,GLOBAL_CONTIG,1,42,0.7979309558868408,0.20206904411315918,0.6357184648513794,128,True,False,False,False
STRAIN_000004,4,GLOBAL_CONTIG,2,142,0.8106260299682617,0.18937397003173828,0.6154249906539917,128,True,False,False,False
STRAIN_000004,4,GLOBAL_CONTIG,3,242,0.8090289831161499,0.1909710168838501,0.6180147528648376,128,True,False,False,False
STRAIN_000004,4,GLOBAL_CONTIG,4,342,0.8560152053833008,0.14398479461669922,0.5366280674934387,128,True,False,False,False
STRAIN_000004,4,GLOBAL_CONTIG,5,442,0.7859786748886108,0.21402132511138916,0.6542497873306274,128,True,False,False,False
STRAIN_000005,4,GLOBAL_CONTIG,1,42,0.8221877813339233,0.17781221866607666,0.5963426232337952,128,True,False,False,False
STRAIN_000005,4,GLOBAL_CONTIG,2,142,0.8165702819824219,0.18342971801757812,0.6056892275810242,128,True,False,False,False
STRAIN_000005,4,GLOBAL_CONTIG,3,242,0.784328043460846,0.21567195653915405,0.6567679047584534,128,True,False,False,False
STRAIN_000005,4,GLOBAL_CONTIG,4,342,0.7483457326889038,0.2516542673110962,0.7094424962997437,128,True,False,False,False
STRAIN_000005,4,GLOBAL_CONTIG,5,442,0.7634221911430359,0.2365778088569641,0.6878632307052612,128,True,False,False,False
STRAIN_000013,4,GLOBAL_CONTIG,1,42,0.6824222803115845,0.3175777196884155,0.7969663143157959,128,True,False,False,False
STRAIN_000013,4,GLOBAL_CONTIG,2,142,0.6678018569946289,0.3321981430053711,0.815105140209198,128,True,False,False,False
STRAIN_000013,4,GLOBAL_CONTIG,3,242,0.6883699893951416,0.3116300106048584,0.7894682884216309,128,True,False,False,False
STRAIN_000013,4,GLOBAL_CONTIG,4,342,0.6526629328727722,0.3473370671272278,0.8334711790084839,128,True,False,False,False
STRAIN_000013,4,GLOBAL_CONTIG,5,442,0.6476218104362488,0.3523781895637512,0.8394976854324341,128,True,False,False,False
STRAIN_000014,4,GLOBAL_CONTIG,1,42,0.7041049003601074,0.2958950996398926,0.7692790031433105,128,True,False,False,False
STRAIN_000014,4,GLOBAL_CONTIG,2,142,0.715188205242157,0.284811794757843,0.7547342777252197,128,True,False,False,False
STRAIN_000014,4,GLOBAL_CONTIG,3,242,0.7019193768501282,0.2980806231498718,0.7721147537231445,128,True,False,False,False
STRAIN_000014,4,GLOBAL_CONTIG,4,342,0.6819803714752197,0.3180196285247803,0.797520637512207,128,True,False,False,False
STRAIN_000014,4,GLOBAL_CONTIG,5,442,0.6549125909805298,0.3450874090194702,0.8307675719261169,128,True,False,False,False
STRAIN_000016,4,GLOBAL_CONTIG,1,42,0.6958630084991455,0.3041369915008545,0.7799192070960999,128,True,False,False,False
STRAIN_000016,4,GLOBAL_CONTIG,2,142,0.7167166471481323,0.2832833528518677,0.7527062892913818,128,True,False,False,False
STRAIN_000016,4,GLOBAL_CONTIG,3,242,0.7226317524909973,0.2773682475090027,0.7448064088821411,128,True,False,False,False
STRAIN_000016,4,GLOBAL_CONTIG,4,342,0.6889718770980835,0.3110281229019165,0.7887054085731506,128,True,False,False,False
STRAIN_000016,4,GLOBAL_CONTIG,5,442,0.7100805044174194,0.28991949558258057,0.7614715695381165,128,True,False,False,False
STRAIN_000017,4,GLOBAL_CONTIG,1,42,0.5894743204116821,0.41052567958831787,0.9061188697814941,128,True,False,False,False
STRAIN_000017,4,GLOBAL_CONTIG,2,142,0.5799274444580078,0.4200725555419922,0.9165942072868347,128,True,False,False,False
STRAIN_000017,4,GLOBAL_CONTIG,3,242,0.6035552024841309,0.39644479751586914,0.8904433250427246,128,True,False,False,False
STRAIN_000017,4,GLOBAL_CONTIG,4,342,0.5640788674354553,0.4359211325645447,0.9337249994277954,128,True,False,False,False
STRAIN_000017,4,GLOBAL_CONTIG,5,442,0.5877799987792969,0.4122200012207031,0.9079868197441101,128,True,False,False,False
STRAIN_000022,4,GLOBAL_CONTIG,1,42,0.6821958422660828,0.31780415773391724,0.797250509262085,128,True,False,False,False
STRAIN_000022,4,GLOBAL_CONTIG,2,142,0.6903543472290039,0.3096456527709961,0.7869506478309631,128,True,False,False,False
STRAIN_000022,4,GLOBAL_CONTIG,3,242,0.6422246694564819,0.35777533054351807,0.8459022641181946,128,True,False,False,False
STRAIN_000022,4,GLOBAL_CONTIG,4,342,0.6294830441474915,0.37051695585250854,0.8608332276344299,128,True,False,False,False
STRAIN_000022,4,GLOBAL_CONTIG,5,442,0.6799701452255249,0.3200298547744751,0.8000373840332031,128,True,False,False,False
STRAIN_000028,4,GLOBAL_CONTIG,1,42,0.6061418056488037,0.3938581943511963,0.8875337839126587,128,True,False,False,False
STRAIN_000028,4,GLOBAL_CONTIG,2,142,0.6016925573348999,0.3983074426651001,0.8925328254699707,128,True,False,False,False
STRAIN_000028,4,GLOBAL_CONTIG,3,242,0.6403605341911316,0.3596394658088684,0.8481031656265259,128,True,False,False,False
STRAIN_000028,4,GLOBAL_CONTIG,4,342,0.6291122436523438,0.37088775634765625,0.8612639307975769,128,True,False,False,False
STRAIN_000028,4,GLOBAL_CONTIG,5,442,0.6174026727676392,0.38259732723236084,0.8747541308403015,128,True,False,False,False
STRAIN_000029,4,GLOBAL_CONTIG,1,42,0.6062667965888977,0.3937332034111023,0.8873929977416992,128,True,False,False,False
STRAIN_000029,4,GLOBAL_CONTIG,2,142,0.6127633452415466,0.38723665475845337,0.8800416588783264,128,True,False,False,False
STRAIN_000029,4,GLOBAL_CONTIG,3,242,0.5984171628952026,0.40158283710479736,0.8961952328681946,128,True,False,False,False
STRAIN_000029,4,GLOBAL_CONTIG,4,342,0.655097484588623,0.34490251541137695,0.8305450677871704,128,True,False,False,False
