strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000001,3,GLOBAL_CONTIG,1,42,0.6960124373435974,0.3039875626564026,0.779727578163147,128,True,False,False,False
STRAIN_000001,3,GLOBAL_CONTIG,2,142,0.7152351140975952,0.2847648859024048,0.7546719908714294,128,True,False,False,False
STRAIN_000001,3,GLOBAL_CONTIG,3,242,0.67012619972229,0.32987380027770996,0.8122484683990479,128,True,False,False,False
STRAIN_000001,3,GLOBAL_CONTIG,4,342,0.7087670564651489,0.2912329435348511,0.7631946802139282,128,True,False,False,False
STRAIN_000001,3,GLOBAL_CONTIG,5,442,0.7111451625823975,0.28885483741760254,0.7600721716880798,128,True,False,False,False
STRAIN_000031,3,GLOBAL_CONTIG,1,42,0.7118282914161682,0.2881717085838318,0.7591728568077087,128,True,False,False,False
STRAIN_000031,3,GLOBAL_CONTIG,2,142,0.7153756618499756,0.2846243381500244,0.7544858455657959,128,True,False,False,False
STRAIN_000031,3,GLOBAL_CONTIG,3,242,0.6834149360656738,0.31658506393432617,0.7957198619842529,128,True,False,False,False
STRAIN_000031,3,GLOBAL_CONTIG,4,342,0.7238073348999023,0.27619266510009766,0.7432262897491455,128,True,False,False,False
STRAIN_000031,3,GLOBAL_CONTIG,5,442,0.7006182670593262,0.29938173294067383,0.7737980484962463,128,True,False,False,False
STRAIN_000040,3,GLOBAL_CONTIG,1,42,0.6139301061630249,0.3860698938369751,0.8787148594856262,128,True,False,False,False
STRAIN_000040,3,GLOBAL_CONTIG,2,142,0.5948629379272461,0.4051370620727539,0.900152325630188,128,True,False,False,False
STRAIN_000040,3,GLOBAL_CONTIG,3,242,0.6254701614379883,0.3745298385620117,0.8654822707176208,128,True,False,False,False
STRAIN_000040,3,GLOBAL_CONTIG,4,342,0.6338813304901123,0.3661186695098877,0.8557085990905762,128,True,False,False,False
STRAIN_000040,3,GLOBAL_CONTIG,5,442,0.6434875130653381,0.35651248693466187,0.8444079756736755,128,True,False,False,False
STRAIN_000044,3,GLOBAL_CONTIG,1,42,0.7446544170379639,0.25534558296203613,0.714626669883728,128,True,False,False,False
STRAIN_000044,3,GLOBAL_CONTIG,2,142,0.5573717355728149,0.44262826442718506,0.9408807754516602,128,True,False,False,False
STRAIN_000044,3,GLOBAL_CONTIG,3,242,0.863806962966919,0.13619303703308105,0.5219063758850098,128,True,False,False,False
STRAIN_000044,3,GLOBAL_CONTIG,4,342,0.6722265481948853,0.32777345180511475,0.8096586465835571,128,True,False,False,False
STRAIN_000044,3,GLOBAL_CONTIG,5,442,0.8022347092628479,0.1977652907371521,0.6289123296737671,128,True,False,False,False
STRAIN_000083,3,GLOBAL_CONTIG,1,42,0.4601350426673889,0.5398649573326111,1.0391006469726562,128,True,False,False,False
STRAIN_000083,3,GLOBAL_CONTIG,2,142,0.4786931872367859,0.5213068127632141,1.0210845470428467,128,True,False,False,False
STRAIN_000083,3,GLOBAL_CONTIG,3,242,0.5495232343673706,0.4504767656326294,0.9491857290267944,128,True,False,False,False
STRAIN_000083,3,GLOBAL_CONTIG,4,342,0.8101173639297485,0.18988263607025146,0.6162510514259338,128,True,False,False,False
STRAIN_000083,3,GLOBAL_CONTIG,5,442,0.6473391056060791,0.3526608943939209,0.839834451675415,128,True,False,False,False
STRAIN_000090,3,GLOBAL_CONTIG,1,42,0.6884185075759888,0.31158149242401123,0.7894067764282227,128,True,False,False,False
STRAIN_000090,3,GLOBAL_CONTIG,2,142,0.6973245143890381,0.3026754856109619,0.7780430912971497,128,True,False,False,False
STRAIN_000090,3,GLOBAL_CONTIG,3,242,0.6777804493904114,0.3222195506095886,0.802769660949707,128,True,False,False,False
STRAIN_000090,3,GLOBAL_CONTIG,4,342,0.6951192617416382,0.3048807382583618,0.7808721661567688,128,True,False,False,False
STRAIN_000090,3,GLOBAL_CONTIG,5,442,0.6607828140258789,0.3392171859741211,0.823671281337738,128,True,False,False,False
STRAIN_000095,3,GLOBAL_CONTIG,1,42,0.6679306626319885,0.3320693373680115,0.8149470090866089,128,True,False,False,False
STRAIN_000095,3,GLOBAL_CONTIG,2,142,0.6557307243347168,0.3442692756652832,0.8297823071479797,128,True,False,False,False
STRAIN_000095,3,GLOBAL_CONTIG,3,242,0.7147434949874878,0.2852565050125122,0.7553231716156006,128,True,False,False,False
STRAIN_000095,3,GLOBAL_CONTIG,4,342,0.701918363571167,0.298081636428833,0.7721162438392639,128,True,False,False,False
STRAIN_000095,3,GLOBAL_CONTIG,5,442,0.7051189541816711,0.29488104581832886,0.7679598331451416,128,True,False,False,False
STRAIN_000099,3,GLOBAL_CONTIG,1,42,0.8130205273628235,0.1869794726371765,0.6115217208862305,128,True,False,False,False
STRAIN_000099,3,GLOBAL_CONTIG,2,142,0.8191834092140198,0.18081659078598022,0.601359486579895,128,True,False,False,False
STRAIN_000099,3,GLOBAL_CONTIG,3,242,0.8100247383117676,0.18997526168823242,0.6164013147354126,128,True,False,False,False
STRAIN_000099,3,GLOBAL_CONTIG,4,342,0.8178865313529968,0.18211346864700317,0.603512167930603,128,True,False,False,False
STRAIN_000099,3,GLOBAL_CONTIG,5,442,0.803086519241333,0.196913480758667,0.6275564432144165,128,True,False,False,False
STRAIN_000106,3,GLOBAL_CONTIG,1,42,0.6760841608047485,0.32391583919525146,0.804879903793335,128,True,False,False,False
STRAIN_000106,3,GLOBAL_CONTIG,2,142,0.6508450508117676,0.3491549491882324,0.8356493711471558,128,True,False,False,False
STRAIN_000106,3,GLOBAL_CONTIG,3,242,0.6721827387809753,0.32781726121902466,0.8097125887870789,128,True,False,False,False
STRAIN_000106,3,GLOBAL_CONTIG,4,342,0.6623852252960205,0.3376147747039795,0.821723461151123,128,True,False,False,False
STRAIN_000106,3,GLOBAL_CONTIG,5,442,0.6749293804168701,0.3250706195831299,0.8063132762908936,128,True,False,False,False
STRAIN_000108,3,GLOBAL_CONTIG,1,42,0.5435022711753845,0.4564977288246155,0.9555079936981201,128,True,False,False,False
STRAIN_000108,3,GLOBAL_CONTIG,2,142,0.531322717666626,0.468677282333374,0.968170702457428,128,True,False,False,False
STRAIN_000108,3,GLOBAL_CONTIG,3,242,0.5526940822601318,0.44730591773986816,0.9458393454551697,128,True,False,False,False
STRAIN_000108,3,GLOBAL_CONTIG,4,342,0.5159218311309814,0.48407816886901855,0.9839493036270142,128,True,False,False,False
STRAIN_000108,3,GLOBAL_CONTIG,5,442,0.5200347900390625,0.4799652099609375,0.9797603487968445,128,True,False,False,False
STRAIN_000110,3,GLOBAL_CONTIG,1,42,0.8250291347503662,0.1749708652496338,0.5915588140487671,128,True,False,False,False
STRAIN_000110,3,GLOBAL_CONTIG,2,142,0.8213247656822205,0.17867523431777954,0.5977880358695984,128,True,False,False,False
STRAIN_000110,3,GLOBAL_CONTIG,3,242,0.8295104503631592,0.17048954963684082,0.5839341878890991,128,True,False,False,False
STRAIN_000110,3,GLOBAL_CONTIG,4,342,0.7967169880867004,0.20328301191329956,0.6376252770423889,128,True,False,False,False
STRAIN_000110,3,GLOBAL_CONTIG,5,442,0.8075727224349976,0.19242727756500244,0.6203664541244507,128,True,False,False,False
STRAIN_000112,3,GLOBAL_CONTIG,1,42,0.5558884143829346,0.44411158561706543,0.9424559473991394,128,True,False,False,False
STRAIN_000112,3,GLOBAL_CONTIG,2,142,0.5843914747238159,0.4156085252761841,0.9117110371589661,128,True,False,False,False
STRAIN_000112,3,GLOBAL_CONTIG,3,242,0.5924985408782959,0.4075014591217041,0.9027751684188843,128,True,False,False,False
STRAIN_000112,3,GLOBAL_CONTIG,4,342,0.5891748666763306,0.41082513332366943,0.9064493179321289,128,True,False,False,False
STRAIN_000112,3,GLOBAL_CONTIG,5,442,0.5502762794494629,0.4497237205505371,0.9483920335769653,128,True,False,False,False
STRAIN_000124,3,GLOBAL_CONTIG,1,42,0.5258700847625732,0.47412991523742676,0.9737862944602966,128,True,False,False,False
STRAIN_000124,3,GLOBAL_CONTIG,2,142,0.5356717109680176,0.4643282890319824,0.9636683464050293,128,True,False,False,False
STRAIN_000124,3,GLOBAL_CONTIG,3,242,0.5106355547904968,0.4893644452095032,0.9893072843551636,128,True,False,False,False
STRAIN_000124,3,GLOBAL_CONTIG,4,342,0.49438560009002686,0.5056143999099731,1.005598783493042,128,True,False,False,False
STRAIN_000124,3,GLOBAL_CONTIG,5,442,0.49957141280174255,0.5004285871982574,1.0004284381866455,128,True,False,False,False
STRAIN_000127,3,GLOBAL_CONTIG,1,42,0.6061439514160156,0.3938560485839844,0.8875313997268677,128,True,False,False,False
STRAIN_000127,3,GLOBAL_CONTIG,2,142,0.5903197526931763,0.40968024730682373,0.905185341835022,128,True,False,False,False
STRAIN_000127,3,GLOBAL_CONTIG,3,242,0.5609731674194336,0.4390268325805664,0.937045156955719,128,True,False,False,False
STRAIN_000127,3,GLOBAL_CONTIG,4,342,0.5998664498329163,0.40013355016708374,0.8945764303207397,128,True,False,False,False
STRAIN_000127,3,GLOBAL_CONTIG,5,442,0.6114185452461243,0.38858145475387573,0.8815683722496033,128,True,False,False,False
STRAIN_000131,3,GLOBAL_CONTIG,1,42,0.6825311183929443,0.31746888160705566,0.796829879283905,128,True,False,False,False
STRAIN_000131,3,GLOBAL_CONTIG,2,142,0.6382225751876831,0.3617774248123169,0.8506203889846802,128,True,False,False,False
STRAIN_000131,3,GLOBAL_CONTIG,3,242,0.6643624305725098,0.33563756942749023,0.8193138837814331,128,True,False,False,False
STRAIN_000131,3,GLOBAL_CONTIG,4,342,0.6527135372161865,0.3472864627838135,0.8334104418754578,128,True,False,False,False
STRAIN_000131,3,GLOBAL_CONTIG,5,442,0.6545950174331665,0.3454049825668335,0.8311497569084167,128,True,False,False,False
STRAIN_000133,3,GLOBAL_CONTIG,1,42,0.8897064328193665,0.11029356718063354,0.4696670472621918,128,True,False,False,False
STRAIN_000133,3,GLOBAL_CONTIG,2,142,0.8831344842910767,0.11686551570892334,0.4834575355052948,128,True,False,False,False
STRAIN_000133,3,GLOBAL_CONTIG,3,242,0.8974310159683228,0.10256898403167725,0.45292165875434875,128,True,False,False,False
STRAIN_000133,3,GLOBAL_CONTIG,4,342,0.8812891840934753,0.11871081590652466,0.48725947737693787,128,True,False,False,False
STRAIN_000133,3,GLOBAL_CONTIG,5,442,0.881562352180481,0.11843764781951904,0.48669859766960144,128,True,False,False,False
STRAIN_000150,3,GLOBAL_CONTIG,1,42,0.5898884534835815,0.41011154651641846,0.9056616425514221,128,True,False,False,False
STRAIN_000150,3,GLOBAL_CONTIG,2,142,0.5956676602363586,0.40433233976364136,0.8992577791213989,128,True,False,False,False
STRAIN_000150,3,GLOBAL_CONTIG,3,242,0.5490601658821106,0.4509398341178894,0.9496734142303467,128,True,False,False,False
STRAIN_000150,3,GLOBAL_CONTIG,4,342,0.5564277768135071,0.4435722231864929,0.9418834447860718,128,True,False,False,False
STRAIN_000150,3,GLOBAL_CONTIG,5,442,0.5360143780708313,0.4639856219291687,0.963312566280365,128,True,False,False,False
STRAIN_000155,3,GLOBAL_CONTIG,1,42,0.6033284664154053,0.3966715335845947,0.8906980156898499,128,True,False,False,False
STRAIN_000155,3,GLOBAL_CONTIG,2,142,0.5808222889900208,0.41917771100997925,0.9156175255775452,128,True,False,False,False
STRAIN_000155,3,GLOBAL_CONTIG,3,242,0.6110986471176147,0.38890135288238525,0.8819311857223511,128,True,False,False,False
STRAIN_000155,3,GLOBAL_CONTIG,4,342,0.6399307250976562,0.36006927490234375,0.8486097455024719,128,True,False,False,False
STRAIN_000155,3,GLOBAL_CONTIG,5,442,0.6547316908836365,0.3452683091163635,0.8309853076934814,128,True,False,False,False
STRAIN_000159,3,GLOBAL_CONTIG,1,42,0.6033905148506165,0.39660948514938354,0.8906283974647522,128,True,False,False,False
STRAIN_000159,3,GLOBAL_CONTIG,2,142,0.5940628051757812,0.40593719482421875,0.9010407328605652,128,True,False,False,False
STRAIN_000159,3,GLOBAL_CONTIG,3,242,0.6100847721099854,0.38991522789001465,0.8830801248550415,128,True,False,False,False
STRAIN_000159,3,GLOBAL_CONTIG,4,342,0.6184548139572144,0.38154518604278564,0.8735504150390625,128,True,False,False,False
STRAIN_000159,3,GLOBAL_CONTIG,5,442,0.6177717447280884,0.3822282552719116,0.874332070350647,128,True,False,False,False
STRAIN_000163,3,GLOBAL_CONTIG,1,42,0.6078437566757202,0.3921562433242798,0.8856140971183777,128,True,False,False,False
STRAIN_000163,3,GLOBAL_CONTIG,2,142,0.654446005821228,0.345553994178772,0.8313290476799011,128,True,False,False,False
STRAIN_000163,3,GLOBAL_CONTIG,3,242,0.6041924953460693,0.39580750465393066,0.8897274136543274,128,True,False,False,False
STRAIN_000163,3,GLOBAL_CONTIG,4,342,0.6249847412109375,0.3750152587890625,0.866042971611023,128,True,False,False,False
STRAIN_000163,3,GLOBAL_CONTIG,5,442,0.6464719772338867,0.3535280227661133,0.8408660888671875,128,True,False,False,False
STRAIN_000170,3,GLOBAL_CONTIG,1,42,0.6551944017410278,0.34480559825897217,0.8304283022880554,128,True,False,False,False
STRAIN_000170,3,GLOBAL_CONTIG,2,142,0.6411675214767456,0.3588324785232544,0.8471511006355286,128,True,False,False,False
STRAIN_000170,3,GLOBAL_CONTIG,3,242,0.6831842660903931,0.31681573390960693,0.7960097789764404,128,True,False,False,False
STRAIN_000170,3,GLOBAL_CONTIG,4,342,0.6197956204414368,0.38020437955856323,0.8720142841339111,128,True,False,False,False
STRAIN_000170,3,GLOBAL_CONTIG,5,442,0.6533690690994263,0.34663093090057373,0.8326235413551331,128,True,False,False,False
STRAIN_000175,3,GLOBAL_CONTIG,1,42,0.6949206590652466,0.3050793409347534,0.7811264991760254,128,True,False,False,False
