strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000004,4,TIGHTBLOCK50,1,42,0.9836455583572388,0.01635444164276123,0.18085618317127228,128,True,False,False,False
STRAIN_000004,4,TIGHTBLOCK50,2,142,0.9822709560394287,0.01772904396057129,0.18830367922782898,128,True,False,False,False
STRAIN_000004,4,TIGHTBLOCK50,3,242,0.9859699010848999,0.014030098915100098,0.16751179099082947,128,True,False,False,False
STRAIN_000004,4,TIGHTBLOCK50,4,342,0.9752413034439087,0.02475869655609131,0.22252506017684937,128,True,False,False,False
STRAIN_000004,4,TIGHTBLOCK50,5,442,0.9856650829315186,0.014334917068481445,0.16932155191898346,128,True,False,False,False
STRAIN_000005,4,TIGHTBLOCK50,1,42,0.9853219389915466,0.01467806100845337,0.17133685946464539,128,True,False,False,False
STRAIN_000005,4,TIGHTBLOCK50,2,142,0.974554717540741,0.025445282459259033,0.22558946907520294,128,True,False,False,False
STRAIN_000005,4,TIGHTBLOCK50,3,242,0.9843552112579346,0.01564478874206543,0.17688941955566406,128,True,False,False,False
STRAIN_000005,4,TIGHTBLOCK50,4,342,0.98247230052948,0.01752769947052002,0.18723100423812866,128,True,False,False,False
STRAIN_000005,4,TIGHTBLOCK50,5,442,0.9802522659301758,0.01974773406982422,0.1987348198890686,128,True,False,False,False
STRAIN_000013,4,TIGHTBLOCK50,1,42,0.9774107336997986,0.022589266300201416,0.21255235373973846,128,True,False,False,False
STRAIN_000013,4,TIGHTBLOCK50,2,142,0.9689215421676636,0.031078457832336426,0.24931281805038452,128,True,False,False,False
STRAIN_000013,4,TIGHTBLOCK50,3,242,0.9731796383857727,0.026820361614227295,0.23160462081432343,128,True,False,False,False
STRAIN_000013,4,TIGHTBLOCK50,4,342,0.9777318835258484,0.02226811647415161,0.21103595197200775,128,True,False,False,False
STRAIN_000013,4,TIGHTBLOCK50,5,442,0.9730699062347412,0.02693009376525879,0.23207835853099823,128,True,False,False,False
STRAIN_000014,4,TIGHTBLOCK50,1,42,0.971389651298523,0.02861034870147705,0.23920850455760956,128,True,False,False,False
STRAIN_000014,4,TIGHTBLOCK50,2,142,0.9795143604278564,0.020485639572143555,0.20241355895996094,128,True,False,False,False
STRAIN_000014,4,TIGHTBLOCK50,3,242,0.9756523370742798,0.024347662925720215,0.22066977620124817,128,True,False,False,False
STRAIN_000014,4,TIGHTBLOCK50,4,342,0.9780126214027405,0.02198737859725952,0.209701269865036,128,True,False,False,False
STRAIN_000014,4,TIGHTBLOCK50,5,442,0.9772643446922302,0.022735655307769775,0.21324008703231812,128,True,False,False,False
STRAIN_000016,4,TIGHTBLOCK50,1,42,0.9872972369194031,0.012702763080596924,0.15939144790172577,128,True,False,False,False
STRAIN_000016,4,TIGHTBLOCK50,2,142,0.987606942653656,0.012393057346343994,0.15743619203567505,128,True,False,False,False
STRAIN_000016,4,TIGHTBLOCK50,3,242,0.9893811941146851,0.010618805885314941,0.14573179185390472,128,True,False,False,False
STRAIN_000016,4,TIGHTBLOCK50,4,342,0.9900662302970886,0.009933769702911377,0.14095225930213928,128,True,False,False,False
STRAIN_000016,4,TIGHTBLOCK50,5,442,0.9889328479766846,0.01106715202331543,0.14877566695213318,128,True,False,False,False
STRAIN_000017,4,TIGHTBLOCK50,1,42,0.992100715637207,0.007899284362792969,0.12569205462932587,128,True,False,False,False
STRAIN_000017,4,TIGHTBLOCK50,2,142,0.9909737706184387,0.00902622938156128,0.13435900211334229,128,True,False,False,False
STRAIN_000017,4,TIGHTBLOCK50,3,242,0.9928061962127686,0.007193803787231445,0.11994841694831848,128,True,False,False,False
STRAIN_000017,4,TIGHTBLOCK50,4,342,0.9916924834251404,0.00830751657485962,0.1288987696170807,128,True,False,False,False
STRAIN_000017,4,TIGHTBLOCK50,5,442,0.9933783411979675,0.006621658802032471,0.11507975310087204,128,True,False,False,False
STRAIN_000022,4,TIGHTBLOCK50,1,42,0.9777559041976929,0.02224409580230713,0.21092233061790466,128,True,False,False,False
STRAIN_000022,4,TIGHTBLOCK50,2,142,0.9777935147285461,0.022206485271453857,0.2107439637184143,128,True,False,False,False
STRAIN_000022,4,TIGHTBLOCK50,3,242,0.9731991291046143,0.026800870895385742,0.23152042925357819,128,True,False,False,False
STRAIN_000022,4,TIGHTBLOCK50,4,342,0.975338339805603,0.024661660194396973,0.22208832204341888,128,True,False,False,False
STRAIN_000022,4,TIGHTBLOCK50,5,442,0.9781761169433594,0.021823883056640625,0.2089206725358963,128,True,False,False,False
STRAIN_000028,4,TIGHTBLOCK50,1,42,0.9846361875534058,0.015363812446594238,0.17529265582561493,128,True,False,False,False
STRAIN_000028,4,TIGHTBLOCK50,2,142,0.984530508518219,0.015469491481781006,0.17589451372623444,128,True,False,False,False
STRAIN_000028,4,TIGHTBLOCK50,3,242,0.9831970930099487,0.01680290699005127,0.18331889808177948,128,True,False,False,False
STRAIN_000028,4,TIGHTBLOCK50,4,342,0.9827339053153992,0.01726609468460083,0.1858280450105667,128,True,False,False,False
STRAIN_000028,4,TIGHTBLOCK50,5,442,0.9840570688247681,0.015942931175231934,0.17856597900390625,128,True,False,False,False
STRAIN_000029,4,TIGHTBLOCK50,1,42,0.9924672245979309,0.007532775402069092,0.12274198979139328,128,True,False,False,False
STRAIN_000029,4,TIGHTBLOCK50,2,142,0.99366295337677,0.0063370466232299805,0.11257973313331604,128,True,False,False,False
STRAIN_000029,4,TIGHTBLOCK50,3,242,0.9927942156791687,0.007205784320831299,0.1200484037399292,128,True,False,False,False
STRAIN_000029,4,TIGHTBLOCK50,4,342,0.9931447505950928,0.0068552494049072266,0.1170925498008728,128,True,False,False,False
STRAIN_000029,4,TIGHTBLOCK50,5,442,0.9952026605606079,0.00479733943939209,0.09795238822698593,128,True,False,False,False
STRAIN_000030,4,TIGHTBLOCK50,1,42,0.9718547463417053,0.028145253658294678,0.2372569739818573,128,True,False,False,False
STRAIN_000030,4,TIGHTBLOCK50,2,142,0.9722176194190979,0.0277823805809021,0.23572146892547607,128,True,False,False,False
STRAIN_000030,4,TIGHTBLOCK50,3,242,0.972273588180542,0.027726411819458008,0.23548437654972076,128,True,False,False,False
