strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000025,2,TIGHTBLOCK50,1,42,0.9834321737289429,0.01656782627105713,0.1820317506790161,128,True,False,False,False
STRAIN_000025,2,TIGHTBLOCK50,2,142,0.9814643859863281,0.018535614013671875,0.19253866374492645,128,True,False,False,False
STRAIN_000025,2,TIGHTBLOCK50,3,242,0.9841926097869873,0.015807390213012695,0.17780572175979614,128,True,False,False,False
STRAIN_000025,2,TIGHTBLOCK50,4,342,0.9829094409942627,0.017090559005737305,0.18488091230392456,128,True,False,False,False
STRAIN_000025,2,TIGHTBLOCK50,5,442,0.9804667830467224,0.019533216953277588,0.1976521909236908,128,True,False,False,False
STRAIN_000026,2,TIGHTBLOCK50,1,42,0.9732495546340942,0.02675044536590576,0.2313026785850525,128,True,False,False,False
STRAIN_000026,2,TIGHTBLOCK50,2,142,0.973945140838623,0.026054859161376953,0.22827523946762085,128,True,False,False,False
STRAIN_000026,2,TIGHTBLOCK50,3,242,0.9671324491500854,0.03286755084991455,0.2563885450363159,128,True,False,False,False
STRAIN_000026,2,TIGHTBLOCK50,4,342,0.9719512462615967,0.02804875373840332,0.2368491142988205,128,True,False,False,False
STRAIN_000026,2,TIGHTBLOCK50,5,442,0.9704478979110718,0.029552102088928223,0.24311338365077972,128,True,False,False,False
STRAIN_000027,2,TIGHTBLOCK50,1,42,0.9774985909461975,0.02250140905380249,0.21213889122009277,128,True,False,False,False
STRAIN_000027,2,TIGHTBLOCK50,2,142,0.9705501794815063,0.029449820518493652,0.24269255995750427,128,True,False,False,False
STRAIN_000027,2,TIGHTBLOCK50,3,242,0.9801971316337585,0.019802868366241455,0.19901248812675476,128,True,False,False,False
STRAIN_000027,2,TIGHTBLOCK50,4,342,0.9799741506576538,0.02002584934234619,0.20012898743152618,128,True,False,False,False
STRAIN_000027,2,TIGHTBLOCK50,5,442,0.9775248765945435,0.022475123405456543,0.21201497316360474,128,True,False,False,False
STRAIN_000045,2,TIGHTBLOCK50,1,42,0.9663450717926025,0.03365492820739746,0.2594413459300995,128,True,False,False,False
STRAIN_000045,2,TIGHTBLOCK50,2,142,0.9678486585617065,0.03215134143829346,0.25357988476753235,128,True,False,False,False
STRAIN_000045,2,TIGHTBLOCK50,3,242,0.9662928581237793,0.0337071418762207,0.25964269042015076,128,True,False,False,False
STRAIN_000045,2,TIGHTBLOCK50,4,342,0.9688311815261841,0.031168818473815918,0.24967509508132935,128,True,False,False,False
STRAIN_000045,2,TIGHTBLOCK50,5,442,0.9684796929359436,0.031520307064056396,0.2510789632797241,128,True,False,False,False
STRAIN_000046,2,TIGHTBLOCK50,1,42,0.9668444395065308,0.03315556049346924,0.25750964879989624,128,True,False,False,False
STRAIN_000046,2,TIGHTBLOCK50,2,142,0.9654664993286133,0.03453350067138672,0.2628062665462494,128,True,False,False,False
