strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000006,5,GLOBAL_CONTIG,1,42,0.7687821388244629,0.2312178611755371,0.680026113986969,128,True,False,False,False
STRAIN_000006,5,GLOBAL_CONTIG,2,142,0.7935966849327087,0.20640331506729126,0.6425002217292786,128,True,False,False,False
STRAIN_000006,5,GLOBAL_CONTIG,3,242,0.8049160242080688,0.19508397579193115,0.6246340870857239,128,True,False,False,False
STRAIN_000006,5,GLOBAL_CONTIG,4,342,0.8196879625320435,0.18031203746795654,0.6005197167396545,128,True,False,False,False
STRAIN_000006,5,GLOBAL_CONTIG,5,442,0.7613619565963745,0.2386380434036255,0.6908515691757202,128,True,False,False,False
STRAIN_000007,5,GLOBAL_CONTIG,1,42,0.7352054119110107,0.26479458808898926,0.7277288436889648,128,True,False,False,False
STRAIN_000007,5,GLOBAL_CONTIG,2,142,0.7303389310836792,0.2696610689163208,0.73438560962677,128,True,False,False,False
STRAIN_000007,5,GLOBAL_CONTIG,3,242,0.7353652715682983,0.26463472843170166,0.727509081363678,128,True,False,False,False
STRAIN_000007,5,GLOBAL_CONTIG,4,342,0.7583305239677429,0.24166947603225708,0.6952258348464966,128,True,False,False,False
STRAIN_000007,5,GLOBAL_CONTIG,5,442,0.7458078861236572,0.2541921138763428,0.7130107879638672,128,True,False,False,False
STRAIN_000008,5,GLOBAL_CONTIG,1,42,0.752129077911377,0.24787092208862305,0.704089343547821,128,True,False,False,False
STRAIN_000008,5,GLOBAL_CONTIG,2,142,0.7327544093132019,0.2672455906867981,0.7310889959335327,128,True,False,False,False
STRAIN_000008,5,GLOBAL_CONTIG,3,242,0.7520376443862915,0.2479623556137085,0.7042189836502075,128,True,False,False,False
STRAIN_000008,5,GLOBAL_CONTIG,4,342,0.7510170340538025,0.2489829659461975,0.7056668996810913,128,True,False,False,False
STRAIN_000008,5,GLOBAL_CONTIG,5,442,0.7492057681083679,0.2507942318916321,0.7082289457321167,128,True,False,False,False
STRAIN_000009,5,GLOBAL_CONTIG,1,42,0.7117358446121216,0.2882641553878784,0.7592945694923401,128,True,False,False,False
STRAIN_000009,5,GLOBAL_CONTIG,2,142,0.7084458470344543,0.29155415296554565,0.7636153101921082,128,True,False,False,False
STRAIN_000009,5,GLOBAL_CONTIG,3,242,0.7063032984733582,0.29369670152664185,0.7664160132408142,128,True,False,False,False
STRAIN_000009,5,GLOBAL_CONTIG,4,342,0.7208056449890137,0.27919435501098633,0.7472541332244873,128,True,False,False,False
STRAIN_000009,5,GLOBAL_CONTIG,5,442,0.7463335394859314,0.2536664605140686,0.7122730612754822,128,True,False,False,False
STRAIN_000010,5,GLOBAL_CONTIG,1,42,0.7045760154724121,0.2954239845275879,0.7686664462089539,128,True,False,False,False
