strain_entity_id,outer_fold,control_type,replicate,seed,cosine_true_control,embedding_displacement,l2_distance,embedding_dimension,fold_matched_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000025,2,GLOBAL_CONTIG,1,42,0.5480931997299194,0.45190680027008057,0.9506910443305969,128,True,False,False,False
STRAIN_000025,2,GLOBAL_CONTIG,2,142,0.5349248051643372,0.46507519483566284,0.964443027973175,128,True,False,False,False
STRAIN_000025,2,GLOBAL_CONTIG,3,242,0.5399748682975769,0.4600251317024231,0.9591924548149109,128,True,False,False,False
STRAIN_000025,2,GLOBAL_CONTIG,4,342,0.54820317029953,0.45179682970046997,0.9505753517150879,128,True,False,False,False
STRAIN_000025,2,GLOBAL_CONTIG,5,442,0.5472896695137024,0.4527103304862976,0.9515358805656433,128,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,1,42,0.6777732372283936,0.32222676277160645,0.8027786016464233,128,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,2,142,0.6530126929283142,0.3469873070716858,0.8330513834953308,128,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,3,242,0.6610053181648254,0.33899468183517456,0.8234010934829712,128,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,4,342,0.6757451295852661,0.3242548704147339,0.8053010106086731,128,True,False,False,False
STRAIN_000026,2,GLOBAL_CONTIG,5,442,0.7112926840782166,0.28870731592178345,0.7598780393600464,128,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,1,42,0.7053911685943604,0.29460883140563965,0.767605185508728,128,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,2,142,0.7205747365951538,0.2794252634048462,0.7475630640983582,128,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,3,242,0.6959350109100342,0.3040649890899658,0.7798269391059875,128,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,4,342,0.6922957301139832,0.30770426988601685,0.7844799160957336,128,True,False,False,False
STRAIN_000027,2,GLOBAL_CONTIG,5,442,0.6739391088485718,0.3260608911514282,0.8075405955314636,128,True,False,False,False
STRAIN_000045,2,GLOBAL_CONTIG,1,42,0.6241468191146851,0.37585318088531494,0.8670099377632141,128,True,False,False,False
STRAIN_000045,2,GLOBAL_CONTIG,2,142,0.6216017007827759,0.3783982992172241,0.8699405193328857,128,True,False,False,False
STRAIN_000045,2,GLOBAL_CONTIG,3,242,0.6411086320877075,0.3588913679122925,0.8472205400466919,128,True,False,False,False
STRAIN_000045,2,GLOBAL_CONTIG,4,342,0.6330834627151489,0.3669165372848511,0.8566405177116394,128,True,False,False,False
STRAIN_000045,2,GLOBAL_CONTIG,5,442,0.6169193983078003,0.3830806016921997,0.8753064274787903,128,True,False,False,False
STRAIN_000046,2,GLOBAL_CONTIG,1,42,0.5956181287765503,0.4043818712234497,0.8993129134178162,128,True,False,False,False
STRAIN_000046,2,GLOBAL_CONTIG,2,142,0.6232848763465881,0.37671512365341187,0.8680036067962646,128,True,False,False,False
STRAIN_000046,2,GLOBAL_CONTIG,3,242,0.6604272127151489,0.3395727872848511,0.8241028785705566,128,True,False,False,False
STRAIN_000046,2,GLOBAL_CONTIG,4,342,0.6419413685798645,0.3580586314201355,0.8462371230125427,128,True,False,False,False
STRAIN_000046,2,GLOBAL_CONTIG,5,442,0.622706949710846,0.37729305028915405,0.8686691522598267,128,True,False,False,False
